State,fips,ratePer100k
"Platte County, Nebraska(6)",31141,465.7
"Greenville County, South Carolina(6)",45045,465.7
"Franklin County, Arkansas(6)",5047,465.7
"North Slope Borough, Alaska(6)",2185,465.4
"Lucas County, Ohio(6)",39095,465.4
"Fayette County, Georgia(7)",13113,465.4
"Kaufman County, Texas(6)",48257,465.2
"Bay County, Michigan(6)",26017,465.2
"Hickman County, Tennessee(6)",47081,465.2
"Clarion County, Pennsylvania(6)",42031,465.1
"Catawba County, North Carolina(6)",37035,465.1
"Susquehanna County, Pennsylvania(6)",42115,465
"Story County, Iowa(7)",19169,465
"Anderson County, South Carolina(6)",45007,464.9
"Alachua County, Florida(6)",12001,464.9
"Audrain County, Missouri(6)",29007,464.9
"Crockett County, Tennessee(6)",47033,464.8
"Mecklenburg County, Virginia(6)",51117,464.8
"Emanuel County, Georgia(7)",13107,464.8
"Wright County, Missouri(6)",29229,464.8
"Hall County, Nebraska(6)",31079,464.8
"Camden County, Georgia(7)",13039,464.7
"Sebastian County, Arkansas(6)",5131,464.4
"Fayette County, Iowa(7)",19065,464.4
"Franklin County, Ohio(6)",39049,464.4
"Hocking County, Ohio(6)",39073,464.4
"Calhoun County, Alabama(6)",1015,464.3
"Sullivan County, Pennsylvania(6)",42113,464.3
"Schoharie County, New York(7)",36095,464.3
"Virginia Beach City, Virginia(6)",51810,464.2
"Brown County, Illinois(6)",17009,464.2
"Hartford County, Connecticut(7)",9003,464.2
"Bossier Parish, Louisiana(7)",22015,464.1
"Hoke County, North Carolina(6)",37093,464
"Providence County, Rhode Island(6)",44007,463.8
"Jefferson County, Pennsylvania(6)",42065,463.7
"Upshur County, Texas(6)",48459,463.7
"Somerset County, Maine(6)",23025,463.6
"Madison County, Nebraska(6)",31119,463.6
"Kent County, Maryland(6)",24029,463.6
"Hanover County, Virginia(6)",51085,463.6
"Winnebago County, Iowa(7)",19189,463.5
"Clay County, Missouri(6)",29047,463.5
"Camp County, Texas(6)",48063,463.4
"Johnson County, Texas(6)",48251,463.3
"Somerset County, New Jersey(7)",34035,463.3
"Leake County, Mississippi(6)",28079,463.3
"Washington County, North Carolina(6)",37187,463.2
"Haakon County, South Dakota(6)",46055,463.2
"Houston County, Texas(6)",48225,463.2
"Paulding County, Ohio(6)",39125,463.1
"Richland County, Montana(6)",30083,463.1
"Jasper County, Indiana(6)",18073,463
"Wilkes County, Georgia(7)",13317,463
"Clackamas County, Oregon(6)",41005,463
"Warren County, Indiana(6)",18171,462.9
"Carroll County, New Hampshire(6)",33003,462.9
"Westmoreland County, Virginia(6)",51193,462.8
"Robertson County, Tennessee(6)",47147,462.8
"Warren County, Tennessee(6)",47177,462.8
"Placer County, California(7)",6061,462.8
"Deer Lodge County, Montana(6)",30023,462.7
"Klamath County, Oregon(6)",41035,462.7
"Newport County, Rhode Island(6)",44005,462.7
"McDowell County, West Virginia(6)",54047,462.6
"Sumner County, Tennessee(6)",47165,462.6
"Kennebec County, Maine(6)",23011,462.6
"Canyon County, Idaho(7)",16027,462.6
"Decatur County, Tennessee(6)",47039,462.5
"Limestone County, Alabama(6)",1083,462.5
"Essex County, Massachusetts(7)",25009,462.4
"Lincoln County, Wisconsin(6)",55069,462.4
"Caddo County, Oklahoma(6)",40015,462.3
"Anne Arundel County, Maryland(6)",24003,462.3
"Taylor County, Georgia(7)",13269,462.3
"Orange County, Indiana(6)",18117,462.1
"St. Charles Parish, Louisiana(7)",22089,462.1
"Saunders County, Nebraska(6)",31155,462.1
"Talbot County, Maryland(6)",24041,462.1
"Essex County, New Jersey(7)",34013,462.1
"Dallas County, Missouri(6)",29059,462
"Charlotte County, Florida(6)",12015,462
"Mineral County, Montana(6)",30061,461.8
"Polk County, Iowa(7)",19153,461.8
"Lake County, Tennessee(6)",47095,461.8
"Hendricks County, Indiana(6)",18063,461.8
"Sac County, Iowa(7)",19161,461.8
"Mayes County, Oklahoma(6)",40097,461.8
"Moultrie County, Illinois(6)",17139,461.8
"Sampson County, North Carolina(6)",37163,461.7
"Hunt County, Texas(6)",48231,461.6
"Richland County, North Dakota(6)",38077,461.6
"Cumberland County, North Carolina(6)",37051,461.5
"Essex County, New York(7)",36031,461.5
"Richland Parish, Louisiana(7)",22083,461.5
"Pulaski County, Indiana(6)",18131,461.4
"Jo Daviess County, Illinois(6)",17085,461.4
"Calvert County, Maryland(6)",24009,461.4
"Wood County, Ohio(6)",39173,461.4
"McIntosh County, North Dakota(6)",38051,461.3
"Plaquemines Parish, Louisiana(7)",22075,461.3
"Carson City, Nevada(6)",32510,461.3
"St. Charles County, Missouri(6)",29183,461.2
"DuPage County, Illinois(6)",17043,461.2
"Gulf County, Florida(6)",12045,461.1
"Lancaster County, South Carolina(6)",45057,461
"Stewart County, Georgia(7)",13259,461
"Cheshire County, New Hampshire(6)",33005,460.9
"Falls County, Texas(6)",48145,460.9
"Union County, North Carolina(6)",37179,460.8
"Foster County, North Dakota(6)",38031,460.8
"Middlesex County, New Jersey(7)",34023,460.8
"Madison Parish, Louisiana(7)",22065,460.7
"Hughes County, South Dakota(6)",46065,460.7
"Laurens County, Georgia(7)",13175,460.7
"Otoe County, Nebraska(6)",31131,460.6
"Greene County, Alabama(6)",1063,460.6
"Phillips County, Arkansas(6)",5107,460.5
"Wabash County, Indiana(6)",18169,460.5
"Crawford County, Arkansas(6)",5033,460.5
"McCulloch County, Texas(6)",48307,460.5
"Pike County, Indiana(6)",18125,460.5
"Sullivan County, New York(7)",36105,460.5
"Pontotoc County, Mississippi(6)",28115,460.4
"Simpson County, Mississippi(6)",28127,460.4
"Potter County, Pennsylvania(6)",42105,460.4
"Perry County, Mississippi(6)",28111,460.4
"Lapeer County, Michigan(6)",26087,460.3
"Shelby County, Tennessee(6)",47157,460.3
"Porter County, Indiana(6)",18127,460.2
"McHenry County, North Dakota(6)",38049,460.2
"New Hanover County, North Carolina(6)",37129,460.1
"Polk County, Nebraska(6)",31143,460.1
"Union County, Indiana(6)",18161,460.1
"Clay County, Mississippi(6)",28025,460
"Christian County, Kentucky(7)",21047,460
"Jackson County, Mississippi(6)",28059,459.8
"Burnett County, Wisconsin(6)",55013,459.8
"Lancaster County, Pennsylvania(6)",42071,459.8
"Wake County, North Carolina(6)",37183,459.8
"Fulton County, Ohio(6)",39051,459.8
"Worth County, Iowa(7)",19195,459.8
"Jefferson County, West Virginia(6)",54037,459.7
"O'Brien County, Iowa(7)",19141,459.7
"Hamilton County, Tennessee(6)",47065,459.7
"Washington County, Arkansas(6)",5143,459.6
"Kossuth County, Iowa(7)",19109,459.6
"Rock Island County, Illinois(6)",17161,459.6
"Daviess County, Missouri(6)",29061,459.5
"Pender County, North Carolina(6)",37141,459.4
"Clearfield County, Pennsylvania(6)",42033,459.4
"Bamberg County, South Carolina(6)",45009,459.4
"Mercer County, Ohio(6)",39107,459.4
"Milam County, Texas(6)",48331,459.2
"Cumberland County, Maine(6)",23005,459.1
"Bristol County, Rhode Island(6)",44001,459
"Trumbull County, Ohio(6)",39155,459
"Delaware County, Indiana(6)",18035,459
"St. Clair County, Michigan(6)",26147,458.9
"Dorchester County, South Carolina(6)",45035,458.9
"Yancey County, North Carolina(6)",37199,458.8
"Dale County, Alabama(6)",1045,458.8
"Dyer County, Tennessee(6)",47045,458.7
"Warren County, Iowa(7)",19181,458.6
"Rusk County, Wisconsin(6)",55107,458.5
"Carroll County, Illinois(6)",17015,458.4
"Washington County, Vermont(6)",50023,458.3
"Charlotte County, Virginia(6)",51037,458.2
"Chickasaw County, Iowa(7)",19037,458.1
"DeSoto County, Mississippi(6)",28033,458.1
"Multnomah County, Oregon(6)",41051,458
"Jones County, Mississippi(6)",28067,458
"Morgan County, Ohio(6)",39115,457.9
"Ware County, Georgia(7)",13299,457.9
"Grand Forks County, North Dakota(6)",38035,457.9
"Fayette County, Alabama(6)",1057,457.9
"Sutton County, Texas(6)",48435,457.8
"Randolph County, Indiana(6)",18135,457.8
"Wayne County, Indiana(6)",18177,457.8
"Clearwater County, Idaho(7)",16035,457.8
"Jackson Parish, Louisiana(7)",22049,457.8
"Jefferson County, Georgia(7)",13163,457.8
"Mitchell County, North Carolina(6)",37121,457.7
"Brown County, Wisconsin(6)",55009,457.6
"Henry County, Ohio(6)",39069,457.6
"Hutchinson County, Texas(6)",48233,457.6
"Jackson County, Missouri(6)",29095,457.5
"Conecuh County, Alabama(6)",1035,457.5
"Appanoose County, Iowa(7)",19007,457.4
"Franklin County, Maine(6)",23007,457.4
"Ralls County, Missouri(6)",29173,457.4
"Cleburne County, Alabama(6)",1029,457.4
"Jones County, North Carolina(6)",37103,457.4
"Henderson County, North Carolina(6)",37089,457.3
"Angelina County, Texas(6)",48005,457.2
"Coffee County, Georgia(7)",13069,457.2
"Bartholomew County, Indiana(6)",18005,457.2
"Powell County, Montana(6)",30077,457.1
"Fairfield County, Ohio(6)",39045,457.1
"Bradford County, Florida(6)",12007,457
"Twiggs County, Georgia(7)",13289,457
"Boone County, Illinois(6)",17007,456.8
"Gooding County, Idaho(7)",16047,456.7
"Hardin County, Illinois(6)",17069,456.7
"Pike County, Arkansas(6)",5109,456.7
"Butler County, Missouri(6)",29023,456.6
"Jefferson County, Oklahoma(6)",40067,456.6
"Wyoming County, West Virginia(6)",54109,456.6
"Madison County, Ohio(6)",39097,456.5
"Ada County, Idaho(7)",16001,456.5
"Warren County, North Carolina(6)",37185,456.4
"Meagher County, Montana(6)",30059,456.4
"Athens County, Ohio(6)",39009,456.4
"Lowndes County, Georgia(7)",13185,456.4
"Adair County, Missouri(6)",29001,456.3
"Stark County, Illinois(6)",17175,456.3
"Martin County, Florida(6)",12085,456.3
"Quitman County, Mississippi(6)",28119,456.2
"Pike County, Missouri(6)",29163,456.2
"Piute County, Utah(7)",49031,456.1
"Nez Perce County, Idaho(7)",16069,456.1
"Parker County, Texas(6)",48367,455.9
"Lunenburg County, Virginia(6)",51111,455.8
"Calhoun County, Illinois(6)",17013,455.8
"Juniata County, Pennsylvania(6)",42067,455.8
"Winnebago County, Wisconsin(6)",55139,455.7
"McHenry County, Illinois(6)",17111,455.7
"Hot Spring County, Arkansas(6)",5059,455.7
"Gasconade County, Missouri(6)",29073,455.6
"Cherokee County, Texas(6)",48073,455.6
"Tolland County, Connecticut(7)",9013,455.6
"Montgomery County, Arkansas(6)",5097,455.6
"Monroe County, Ohio(6)",39111,455.6
"Decatur County, Georgia(7)",13087,455.6
"Stark County, Ohio(6)",39151,455.5
"Braxton County, West Virginia(6)",54007,455.4
"Saginaw County, Michigan(6)",26145,455.4
"Monroe County, Wisconsin(6)",55081,455.4
"Ward County, North Dakota(6)",38101,455.4
"Darlington County, South Carolina(6)",45031,455.3
"Logan County, Arkansas(6)",5083,455.3
"Winn Parish, Louisiana(7)",22127,455.3
"Lincoln County, Mississippi(6)",28085,455.2
"Bacon County, Georgia(7)",13005,455.2
"Marengo County, Alabama(6)",1091,455.2
"Bedford County, Tennessee(6)",47003,455.1
"Lawrence County, Indiana(6)",18093,455.1
"Glascock County, Georgia(7)",13125,455.1
"Harding County, New Mexico(7)",35021,455.1
"Potter County, Texas(6)",48375,455.1
"Sauk County, Wisconsin(6)",55111,455.1
"Pope County, Arkansas(6)",5115,455.1
"New York County, New York(7)",36061,454.8
"Horry County, South Carolina(6)",45051,454.8
"Gage County, Nebraska(6)",31067,454.7
"Randolph County, Missouri(6)",29175,454.7
"Boone County, Indiana(6)",18011,454.6
"St. Marys County, Maryland(6)",24037,454.6
"Lewis County, Tennessee(6)",47101,454.6
"Grady County, Georgia(7)",13131,454.6
"Kleberg County, Texas(6)",48273,454.4
"Traill County, North Dakota(6)",38097,454.4
"Van Zandt County, Texas(6)",48467,454.4
"Franklin County, Vermont(6)",50011,454.3
"Middlesex County, Virginia(6)",51119,454.3
"Sioux County, Iowa(7)",19167,454.3
"Rabun County, Georgia(7)",13241,454.3
"Brown County, South Dakota(6)",46013,454.2
"Hampton City, Virginia(6)",51650,454.1
"Clarke County, Georgia(7)",13059,454.1
"Cape Girardeau County, Missouri(6)",29031,454
"Charlton County, Georgia(7)",13049,454
"Laclede County, Missouri(6)",29105,453.9
"Sheridan County, Nebraska(6)",31161,453.8
"Union County, Tennessee(6)",47173,453.8
"Edgecombe County, North Carolina(6)",37065,453.8
"Jasper County, Iowa(7)",19099,453.8
"Macon County, Missouri(6)",29121,453.8
"Adams County, Mississippi(6)",28001,453.7
"Union County, New Jersey(7)",34039,453.7
"Marion County, Oregon(6)",41047,453.7
"Smith County, Texas(6)",48423,453.6
"Douglas County, Washington(6)",53017,453.6
"Sullivan County, Indiana(6)",18153,453.6
"Hamilton County, Nebraska(6)",31081,453.6
"Berrien County, Michigan(6)",26021,453.5
"Ohio County, West Virginia(6)",54069,453.4
"Nash County, North Carolina(6)",37127,453.3
"Jackson County, Texas(6)",48239,453.3
"Grafton County, New Hampshire(6)",33009,453.3
"Amelia County, Virginia(6)",51007,453.2
"Choctaw County, Oklahoma(6)",40023,453.2
"Okanogan County, Washington(6)",53047,453.2
"Durham County, North Carolina(6)",37063,453.1
"Chester County, Tennessee(6)",47023,453.1
"Lynchburg City, Virginia(6)",51680,453
"Carroll County, Ohio(6)",39019,452.9
"Suffolk City, Virginia(6)",51800,452.9
"Marathon County, Wisconsin(6)",55073,452.9
"Cass County, Texas(6)",48067,452.9
"Dakota County, Nebraska(6)",31043,452.9
"Danville City, Virginia(6)",51590,452.9
"Amite County, Mississippi(6)",28005,452.8
"Defiance County, Ohio(6)",39039,452.8
"Gwinnett County, Georgia(7)",13135,452.8
"Berkeley County, South Carolina(6)",45015,452.7
"Greeley County, Nebraska(6)",31077,452.6
"Jefferson County, Alabama(6)",1073,452.6
"Searcy County, Arkansas(6)",5129,452.6
"Summit County, Ohio(6)",39153,452.6
"Dawson County, Texas(6)",48115,452.5
"Silver Bow County, Montana(6)",30093,452.5
"DeKalb County, Indiana(6)",18033,452.4
"Wayne County, Tennessee(6)",47181,452.4
"Baldwin County, Alabama(6)",1003,452.4
"Henry County, Alabama(6)",1067,452.4
"Randolph County, West Virginia(6)",54083,452.4
"Rankin County, Mississippi(6)",28121,452.4
"Hampshire County, West Virginia(6)",54027,452.4
"Cheyenne County, Nebraska(6)",31033,452.3
"Chesterfield County, South Carolina(6)",45025,452.2
"Emporia City, Virginia(6)",51595,452.1
"Dunklin County, Missouri(6)",29069,452
"Talladega County, Alabama(6)",1121,452
"Wichita County, Texas(6)",48485,452
"Jackson County, Oklahoma(6)",40065,452
"Henderson County, Tennessee(6)",47077,451.8
"Chariton County, Missouri(6)",29041,451.7
"Richmond County, North Carolina(6)",37153,451.7
"Passaic County, New Jersey(7)",34031,451.6
"Tripp County, South Dakota(6)",46123,451.6
"McLean County, Illinois(6)",17113,451.5
"Anson County, North Carolina(6)",37007,451.5
"Spotsylvania County, Virginia(6)",51177,451.5
"Yuba County, California(7)",6115,451.5
"Cowlitz County, Washington(6)",53015,451.4
"Lake County, Illinois(6)",17097,451.4
"Ashtabula County, Ohio(6)",39007,451.4
"Pike County, Alabama(6)",1109,451.3
"Crawford County, Ohio(6)",39033,451.3
"Okaloosa County, Florida(6)",12091,451.3
"DeKalb County, Georgia(7)",13089,451.2
"Columbus County, North Carolina(6)",37047,451.2
"Lake County, South Dakota(6)",46079,451.1
"Outagamie County, Wisconsin(6)",55087,451.1
"Montmorency County, Michigan(6)",26119,451.1
"Union Parish, Louisiana(7)",22111,451.1
"Murray County, Georgia(7)",13213,450.8
"Deschutes County, Oregon(6)",41017,450.8
"Chesterfield County, Virginia(6)",51041,450.8
"Hancock County, Ohio(6)",39063,450.8
"Martinsville City, Virginia(6)",51690,450.7
"Rusk County, Texas(6)",48401,450.7
"Charleston County, South Carolina(6)",45019,450.7
"Halifax County with South Boston City, Virginia(6)",51083,450.6
"Noble County, Oklahoma(6)",40103,450.6
"Wilcox County, Georgia(7)",13315,450.6
"Chelan County, Washington(6)",53007,450.5
"Lee County, Texas(6)",48287,450.5
"Delaware County, Ohio(6)",39041,450.5
"Sabine Parish, Louisiana(7)",22085,450.5
"Clinton County, Indiana(6)",18023,450.4
"Lee County, Arkansas(6)",5077,450.3
"Dane County, Wisconsin(6)",55025,450.2
"Mineral County, West Virginia(6)",54057,450.1
"Geneva County, Alabama(6)",1061,450.1
"Osage County, Missouri(6)",29151,450
"Lake County, California(7)",6033,450
"Colquitt County, Georgia(7)",13071,450
"Stanley County, South Dakota(6)",46117,450
"Davidson County, Tennessee(6)",47037,449.9
"Wilson County, North Carolina(6)",37195,449.9
"Taylor County, West Virginia(6)",54091,449.8
"Nicholas County, West Virginia(6)",54067,449.8
"Pocahontas County, West Virginia(6)",54075,449.8
"Chesapeake City, Virginia(6)",51550,449.7
"Perry County, Alabama(6)",1105,449.7
"Chittenden County, Vermont(6)",50007,449.7
"Little River County, Arkansas(6)",5081,449.6
"Grant Parish, Louisiana(7)",22043,449.5
"Edwards County, Illinois(6)",17047,449.4
"Johnson County, Missouri(6)",29101,449.4
"Buffalo County, Nebraska(6)",31019,449.3
"Brantley County, Georgia(7)",13025,449.3
"Richland County, South Carolina(6)",45079,449.3
"Van Buren County, Michigan(6)",26159,449.2
"Barron County, Wisconsin(6)",55005,449.1
"Dawson County, Georgia(7)",13085,449.1
"Audubon County, Iowa(7)",19009,449.1
"Frederick County, Maryland(6)",24021,449.1
"Johnson County, Illinois(6)",17087,449.1
"Marion County, Texas(6)",48315,449
"Broward County, Florida(6)",12011,449
"Bremer County, Iowa(7)",19017,449
"Cook County, Illinois(6)",17031,448.9
"Bradley County, Tennessee(6)",47011,448.9
"Marin County, California(7)",6041,448.9
"Ripley County, Missouri(6)",29181,448.9
"Johnson County, Arkansas(6)",5071,448.8
"Nolan County, Texas(6)",48353,448.8
"Wabash County, Illinois(6)",17185,448.8
"Oconee County, South Carolina(6)",45073,448.7
"Warren County, Ohio(6)",39165,448.7
"Gladwin County, Michigan(6)",26051,448.7
"Pierce County, Georgia(7)",13229,448.7
"Alcorn County, Mississippi(6)",28003,448.6
"Early County, Georgia(7)",13099,448.5
"Antrim County, Michigan(6)",26009,448.5
"Monroe County, Missouri(6)",29137,448.5
"Tate County, Mississippi(6)",28137,448.4
"Talbot County, Georgia(7)",13263,448.4
"Butler County, Ohio(6)",39017,448.4
"Wood County, Wisconsin(6)",55141,448.2
"Boundary County, Idaho(7)",16021,448
"Attala County, Mississippi(6)",28007,447.9
"Montgomery County, Alabama(6)",1101,447.9
"Posey County, Indiana(6)",18129,447.8
"Yamhill County, Oregon(6)",41071,447.7
"Ripley County, Indiana(6)",18137,447.7
"Bowman County, North Dakota(6)",38011,447.7
"Wayne County, Mississippi(6)",28153,447.7
"Miller County, Georgia(7)",13201,447.7
"Callaway County, Missouri(6)",29027,447.5
"Orleans Parish, Louisiana(7)",22071,447.4
"Eau Claire County, Wisconsin(6)",55035,447.4
"Lexington County, South Carolina(6)",45063,447.3
"Gadsden County, Florida(6)",12039,447.3
"Cumberland County, Tennessee(6)",47035,447.3
"Rutherford County, Tennessee(6)",47149,447.2
"Bonner County, Idaho(7)",16017,447.2
"Sabine County, Texas(6)",48403,447.2
"Dinwiddie County, Virginia(6)",51053,447.1
"Lincoln County, Maine(6)",23015,447.1
"Jasper County, Illinois(6)",17079,447.1
"Tuscarawas County, Ohio(6)",39157,447
"Auglaize County, Ohio(6)",39011,447
"Atkinson County, Georgia(7)",13003,447
"Anderson County, Tennessee(6)",47001,446.9
"Charles County, Maryland(6)",24017,446.8
"King County, Washington(7)",53033,446.8
"Ionia County, Michigan(6)",26067,446.8
"Barbour County, West Virginia(6)",54001,446.8
"Page County, Virginia(6)",51139,446.7
"Josephine County, Oregon(6)",41033,446.6
"Huron County, Michigan(6)",26063,446.6
"Kosciusko County, Indiana(6)",18085,446.5
"Miami County, Ohio(6)",39109,446.4
"Lemhi County, Idaho(7)",16059,446.3
"Miller County, Missouri(6)",29131,446.3
"Carroll County, Mississippi(6)",28015,446.3
"Walsh County, North Dakota(6)",38099,446.2
"Jefferson County, Oregon(6)",41031,446.2
"Culpeper County, Virginia(6)",51047,446.2
"Wayne County, Iowa(7)",19185,446.1
"Osceola County, Florida(6)",12097,446.1
"Geauga County, Ohio(6)",39055,446.1
"Wilson County, Tennessee(6)",47189,446.1
"Van Wert County, Ohio(6)",39161,446.1
"Cavalier County, North Dakota(6)",38019,445.9
"Dubois County, Indiana(6)",18037,445.8
"Liberty County, Georgia(7)",13179,445.8
"Gibson County, Indiana(6)",18051,445.7
"Yell County, Arkansas(6)",5149,445.7
"Rockingham County, Virginia(6)",51165,445.7
"Kings County, New York(7)",36047,445.7
"Lewis County, Missouri(6)",29111,445.6
"Ashe County, North Carolina(6)",37009,445.6
"Pike County, Pennsylvania(6)",42103,445.6
"Cass County, Missouri(6)",29037,445.6
"Henrico County, Virginia(6)",51087,445.5
"Poweshiek County, Iowa(7)",19157,445.5
"Lafayette County, Wisconsin(6)",55065,445.5
"Delta County, Michigan(6)",26041,445.4
"James City County, Virginia(6)",51095,445.4
"Sharkey County, Mississippi(6)",28125,445.4
"Iron County, Utah(7)",49021,445.4
"Eaton County, Michigan(6)",26045,445.4
"Huntington County, Indiana(6)",18069,445.3
"Warrick County, Indiana(6)",18173,445.3
"Beckham County, Oklahoma(6)",40009,445.2
"Hot Springs County, Wyoming(6)",56017,445.2
"Harrison County, Missouri(6)",29081,445
"Rogers County, Oklahoma(6)",40131,445
"Trempealeau County, Wisconsin(6)",55121,444.9
"Newport News City, Virginia(6)",51700,444.9
"Ellis County, Texas(6)",48139,444.9
"Madison County, Iowa(7)",19121,444.9
"Escambia County, Alabama(6)",1053,444.8
"Washington County, Missouri(6)",29221,444.8
"Chatham County, Georgia(7)",13051,444.8
"Desha County, Arkansas(6)",5041,444.7
"Washington County, Idaho(7)",16087,444.7
"Seminole County, Florida(6)",12117,444.7
"Muskegon County, Michigan(6)",26121,444.6
"Holt County, Nebraska(6)",31089,444.6
"Matanuska-Susitna Borough, Alaska(6)",2170,444.5
"Haywood County, Tennessee(6)",47075,444.5
"Montgomery County, Tennessee(6)",47125,444.4
"Richmond City, Virginia(6)",51760,444.3
"Coles County, Illinois(6)",17029,444.2
"Nevada County, Arkansas(6)",5099,443.9
"Conway County, Arkansas(6)",5029,443.8
"Monongalia County, West Virginia(6)",54061,443.7
"York County, Nebraska(6)",31185,443.7
"Kershaw County, South Carolina(6)",45055,443.7
"Marshall County, Alabama(6)",1095,443.7
"Avoyelles Parish, Louisiana(7)",22009,443.7
"Jasper County, South Carolina(6)",45053,443.6
"Madison County, Alabama(6)",1089,443.6
"Russell County, Alabama(6)",1113,443.6
"Clark County, Missouri(6)",29045,443.6
"Camden County, North Carolina(6)",37029,443.5
"Laramie County, Wyoming(6)",56021,443.5
"Gilchrist County, Florida(6)",12041,443.4
"Neshoba County, Mississippi(6)",28099,443.4
"Converse County, Wyoming(6)",56009,443.3
"Mecklenburg County, North Carolina(6)",37119,443.3
"Choctaw County, Alabama(6)",1023,443.2
"Lamoille County, Vermont(6)",50015,443.2
"Weakley County, Tennessee(6)",47183,443.2
"Crawford County, Wisconsin(6)",55023,443.1
"Franklin County, Indiana(6)",18047,443.1
"Coos County, Oregon(6)",41011,443.1
"Rains County, Texas(6)",48379,443
"Gilliam County, Oregon(6)",41021,443
"Lavaca County, Texas(6)",48285,443
"Marlboro County, South Carolina(6)",45069,442.9
"Palm Beach County, Florida(6)",12099,442.9
"La Crosse County, Wisconsin(6)",55063,442.8
"Columbiana County, Ohio(6)",39029,442.6
"Mobile County, Alabama(6)",1097,442.5
"Orange County, Texas(6)",48361,442.4
"Summit County, Utah(7)",49043,442.3
"Columbia County, Oregon(6)",41009,442.3
"Cumberland County, Pennsylvania(6)",42041,442.2
"Cuming County, Nebraska(6)",31039,442.2
"Southeast Fairbanks Census Area, Alaska(6)",2240,442.2
"Northumberland County, Virginia(6)",51133,442
"Hart County, Georgia(7)",13147,441.9
"Greene County, North Carolina(6)",37079,441.9
"Cherokee County, Iowa(7)",19035,441.9
"Bronx County, New York(7)",36005,441.9
"Lawrence County, Missouri(6)",29109,441.9
"Champaign County, Illinois(6)",17019,441.8
"Pemiscot County, Missouri(6)",29155,441.8
"Cole County, Missouri(6)",29051,441.8
"Blaine County, Oklahoma(6)",40011,441.7
"Roanoke County, Virginia(6)",51161,441.5
"Yadkin County, North Carolina(6)",37197,441.5
"Sequoyah County, Oklahoma(6)",40135,441.4
"Stafford County, Virginia(6)",51179,441.4
"Jackson County, Michigan(6)",26075,441.4
"Tuscaloosa County, Alabama(6)",1125,441.3
"McMinn County, Tennessee(6)",47107,441.3
"Sanilac County, Michigan(6)",26151,441.3
"Middlesex County, Massachusetts(7)",25017,441.1
"Pottawatomie County, Oklahoma(6)",40125,441.1
"Orange County, Virginia(6)",51137,441
"Dawson County, Montana(6)",30021,441
"Pembina County, North Dakota(6)",38067,441
"Montague County, Texas(6)",48337,440.9
"Lincoln County, South Dakota(6)",46083,440.8
"Nodaway County, Missouri(6)",29147,440.7
"Dallas County, Iowa(7)",19049,440.7
"Benton County, Arkansas(6)",5007,440.7
"Orange County, North Carolina(6)",37135,440.5
"Linn County, Missouri(6)",29115,440.4
"Bonneville County, Idaho(7)",16019,440.4
"Montgomery County, North Carolina(6)",37123,440.4
"Day County, South Dakota(6)",46037,440.3
"Lancaster County, Nebraska(6)",31109,440.3
"Comanche County, Oklahoma(6)",40031,440.2
"Hamilton County, Indiana(6)",18057,440.2
"Bertie County, North Carolina(6)",37015,440.2
"Tooele County, Utah(7)",49045,440.2
"Adair County, Oklahoma(6)",40001,440.1
"Greene County, Indiana(6)",18055,440.1
"San Luis Obispo County, California(7)",6079,440.1
"DeBaca County, New Mexico(7)",35011,440.1
"Calhoun County, South Carolina(6)",45017,440.1
"Putnam County, Ohio(6)",39137,440
"Warren County, Mississippi(6)",28149,439.9
"Clayton County, Iowa(7)",19043,439.8
"Cotton County, Oklahoma(6)",40033,439.8
"Victoria County, Texas(6)",48469,439.6
"Polk County, Oregon(6)",41053,439.6
"Evans County, Georgia(7)",13109,439.6
"Indiana County, Pennsylvania(6)",42063,439.6
"Sumter County, Florida(6)",12119,439.5
"Grant County, North Dakota(6)",38037,439.4
"Rockbridge County, Virginia(6)",51163,439.4
"Webster County, Missouri(6)",29225,439.3
"Phelps County, Missouri(6)",29161,439.3
"Wayne County, Pennsylvania(6)",42127,439.3
"Kewaunee County, Wisconsin(6)",55061,439.2
"Johnson County, Tennessee(6)",47091,439.2
"Glynn County, Georgia(7)",13127,439.1
"Union County, Oregon(6)",41061,439.1
"Box Butte County, Nebraska(6)",31013,439
"Pierce County, Nebraska(6)",31139,439
"Smith County, Tennessee(6)",47159,439
"Platte County, Missouri(6)",29165,438.9
"Manatee County, Florida(6)",12081,438.9
"Park County, Wyoming(6)",56029,438.8
"Tyler County, West Virginia(6)",54095,438.8
"DeWitt County, Texas(6)",48123,438.8
"Jackson County, Alabama(6)",1071,438.8
"Houston County, Alabama(6)",1069,438.8
"Taylor County, Texas(6)",48441,438.8
"Berkshire County, Massachusetts(7)",25003,438.8
"Howard County, Nebraska(6)",31093,438.7
"Crawford County, Iowa(7)",19047,438.6
"Aransas County, Texas(6)",48007,438.6
"Murray County, Oklahoma(6)",40099,438.5
"Caledonia County, Vermont(6)",50005,438.5
"Quay County, New Mexico(7)",35037,438.4
"Hood County, Texas(6)",48221,438.4
"St. Lucie County, Florida(6)",12111,438.4
"Hardee County, Florida(6)",12049,438.3
"Jerauld County, South Dakota(6)",46073,438.2
"Orange County, Vermont(6)",50017,438.2
"Hutchinson County, South Dakota(6)",46067,438.1
"Cherokee County, Oklahoma(6)",40021,438.1
"Lincoln County, Idaho(7)",16063,438.1
"Kane County, Illinois(6)",17089,438
