State,fips,ratePer100k
"Humboldt County, Iowa(7)",19091,492.8
"Grand Traverse County, Michigan(6)",26055,492.8
"Jefferson County, Tennessee(6)",47089,492.8
"Ross County, Ohio(6)",39141,492.7
"Queen Annes County, Maryland(6)",24035,492.6
"Jennings County, Indiana(6)",18079,492.6
"Escambia County, Florida(6)",12033,492.6
"Evangeline Parish, Louisiana(7)",22039,492.6
"Scott County, Tennessee(6)",47151,492.5
"Thayer County, Nebraska(6)",31169,492.5
"Suwannee County, Florida(6)",12121,492.3
"Guernsey County, Ohio(6)",39059,492
"McClain County, Oklahoma(6)",40087,492
"Baltimore County, Maryland(6)",24005,492
"Saline County, Arkansas(6)",5125,491.9
"Will County, Illinois(6)",17197,491.9
"Rush County, Indiana(6)",18139,491.9
"Gem County, Idaho(7)",16045,491.7
"Washington Parish, Louisiana(7)",22117,491.7
"Knox County, Ohio(6)",39083,491.6
"Nantucket County, Massachusetts(7)",25019,491.4
"Obion County, Tennessee(6)",47131,491.3
"Davison County, South Dakota(6)",46035,491.3
"Chattahoochee County, Georgia(7)",13053,491.2
"LaFourche Parish, Louisiana(7)",22057,491.2
"Sumter County, Georgia(7)",13261,491.2
"Walworth County, Wisconsin(6)",55127,491.1
"Marinette County, Wisconsin(6)",55075,491
"Polk County, Florida(6)",12105,491
"Clark County, South Dakota(6)",46025,491
"Bucks County, Pennsylvania(6)",42017,490.9
"Harnett County, North Carolina(6)",37085,490.9
"Monroe County, Iowa(7)",19135,490.9
"Clay County, North Carolina(6)",37043,490.9
"Fentress County, Tennessee(6)",47049,490.9
"Effingham County, Illinois(6)",17049,490.7
"Graves County, Kentucky(7)",21083,490.7
"Pontotoc County, Oklahoma(6)",40123,490.6
"Wayne County, West Virginia(6)",54099,490.6
"Pickaway County, Ohio(6)",39129,490.5
"Hancock County, Indiana(6)",18059,490.5
"Davidson County, North Carolina(6)",37057,490.5
"Marquette County, Wisconsin(6)",55077,490.5
"Lauderdale County, Tennessee(6)",47097,490.5
"Carroll County, Maryland(6)",24013,490.4
"Butler County, Pennsylvania(6)",42019,490.4
"Pasquotank County, North Carolina(6)",37139,490.1
"Gallia County, Ohio(6)",39053,490.1
"Iroquois County, Illinois(6)",17075,490.1
"Autauga County, Alabama(6)",1001,490.1
"Lanier County, Georgia(7)",13173,490.1
"Assumption Parish, Louisiana(7)",22007,490
"Pike County, Mississippi(6)",28113,490
"Craighead County, Arkansas(6)",5031,490
"Pulaski County, Illinois(6)",17153,490
"Greene County, Tennessee(6)",47059,490
"Webster County, Mississippi(6)",28155,489.9
"Dixie County, Florida(6)",12029,489.9
"Larue County, Kentucky(7)",21123,489.9
"Hancock County, Maine(6)",23009,489.9
"Beadle County, South Dakota(6)",46005,489.8
"Walthall County, Mississippi(6)",28147,489.8
"Armstrong County, Pennsylvania(6)",42005,489.8
"Nuckolls County, Nebraska(6)",31129,489.8
"Okmulgee County, Oklahoma(6)",40111,489.8
"Dewey County, South Dakota(6)",46041,489.7
"Meriwether County, Georgia(7)",13199,489.7
"Ballard County, Kentucky(7)",21007,489.6
"Cedar County, Iowa(7)",19031,489.5
"Baltimore City, Maryland(6)",24510,489.5
"Wayne County, Georgia(7)",13305,489.4
"McLean County, North Dakota(6)",38055,489.4
"Stokes County, North Carolina(6)",37169,489.3
"Preble County, Ohio(6)",39135,489.3
"Lyon County, Kentucky(7)",21143,489.3
"Linn County, Iowa(7)",19113,489.2
"Drew County, Arkansas(6)",5043,489.1
"Kenosha County, Wisconsin(6)",55059,489.1
"Coahoma County, Mississippi(6)",28027,489
"Clay County, Indiana(6)",18021,489
"Washburn County, Wisconsin(6)",55129,488.9
"Lamar County, Georgia(7)",13171,488.9
"Black Hawk County, Iowa(7)",19013,488.9
"Kootenai County, Idaho(7)",16055,488.9
"Gregg County, Texas(6)",48183,488.9
"Buena Vista City, Virginia(6)",51530,488.7
"Boone County, Arkansas(6)",5009,488.7
"Casey County, Kentucky(7)",21045,488.6
"Tioga County, New York(7)",36107,488.6
"Tipton County, Indiana(6)",18159,488.6
"Fall River County, South Dakota(6)",46047,488.6
"Shelby County, Illinois(6)",17173,488.5
"Marshall County, Iowa(7)",19127,488.5
"Jackson County, Iowa(7)",19097,488.5
"Tioga County, Pennsylvania(6)",42117,488.4
"Marion County, Ohio(6)",39101,488.2
"Douglas County, Nebraska(6)",31055,488.2
"Faulk County, South Dakota(6)",46049,488.2
"Highland County, Ohio(6)",39071,488.2
"Clark County, Indiana(6)",18019,488
"Mathews County, Virginia(6)",51115,487.9
"Morris County, New Jersey(7)",34027,487.9
"Prentiss County, Mississippi(6)",28117,487.8
"Allegheny County, Pennsylvania(6)",42003,487.8
"Westmoreland County, Pennsylvania(6)",42129,487.8
"Stewart County, Tennessee(6)",47161,487.7
"Cameron County, Pennsylvania(6)",42023,487.7
"Lewis County, New York(7)",36049,487.7
"Allen Parish, Louisiana(7)",22003,487.6
"Vermilion Parish, Louisiana(7)",22113,487.6
"Panola County, Mississippi(6)",28107,487.5
"Mason County, West Virginia(6)",54053,487.5
"St. Johns County, Florida(6)",12109,487.4
"Pulaski County, Arkansas(6)",5119,487.4
"Wayne County, North Carolina(6)",37191,487.4
"Peach County, Georgia(7)",13225,487.3
"Beaver County, Pennsylvania(6)",42007,487.3
"Gaston County, North Carolina(6)",37071,487.2
"Union County, Ohio(6)",39159,487
"Carbon County, Pennsylvania(6)",42025,487
"Bullock County, Alabama(6)",1011,487
"Bond County, Illinois(6)",17005,486.9
"Humphreys County, Mississippi(6)",28053,486.9
"Laurens County, South Carolina(6)",45059,486.9
"Jones County, Georgia(7)",13169,486.8
"Monroe County, Pennsylvania(6)",42089,486.8
"Oscoda County, Michigan(6)",26135,486.8
"Calcasieu Parish, Louisiana(7)",22019,486.8
"Washington County, Rhode Island(6)",44009,486.7
"Morgan County, Kentucky(7)",21175,486.6
"Greene County, Pennsylvania(6)",42059,486.6
"Caroline County, Maryland(6)",24011,486.6
"Fremont County, Iowa(7)",19071,486.6
"Plymouth County, Massachusetts(7)",25023,486.3
"Bell County, Texas(6)",48027,486.3
"Pondera County, Montana(6)",30073,486.2
"Berks County, Pennsylvania(6)",42011,486.2
"Jefferson Davis Parish, Louisiana(7)",22053,486.2
"Fayette County, Kentucky(7)",21067,486.1
"Johnson County, Nebraska(6)",31097,485.9
"Benton County, Indiana(6)",18007,485.9
"Lafayette Parish, Louisiana(7)",22055,485.9
"Irwin County, Georgia(7)",13155,485.9
"Perry County, Illinois(6)",17145,485.9
"Lenoir County, North Carolina(6)",37107,485.9
"Wheeler County, Texas(6)",48483,485.8
"Henry County, Iowa(7)",19087,485.8
"Henry County, Georgia(7)",13151,485.8
"Salem City, Virginia(6)",51775,485.7
"Stoddard County, Missouri(6)",29207,485.7
"Androscoggin County, Maine(6)",23001,485.7
"Rockland County, New York(7)",36087,485.7
"Blair County, Pennsylvania(6)",42013,485.6
"Monroe County, Tennessee(6)",47123,485.6
"Steuben County, New York(7)",36101,485.5
"Greene County, Georgia(7)",13133,485.5
"Sandusky County, Ohio(6)",39143,485.4
"Clark County, Ohio(6)",39023,485.4
"Hand County, South Dakota(6)",46059,485.4
"King and Queen County, Virginia(6)",51097,485.4
"Missaukee County, Michigan(6)",26113,485.4
"Jackson County, Arkansas(6)",5067,485.3
"Caswell County, North Carolina(6)",37033,485.3
"Prairie County, Arkansas(6)",5117,485.3
"Ashland County, Wisconsin(6)",55003,485.2
"Berkeley County, West Virginia(6)",54003,485.2
"Randolph County, Illinois(6)",17157,485
"Hancock County, Mississippi(6)",28045,484.9
"Jay County, Indiana(6)",18075,484.9
"Independence County, Arkansas(6)",5063,484.9
"Creek County, Oklahoma(6)",40037,484.9
"Trinity County, Texas(6)",48455,484.8
"Muscogee County, Georgia(7)",13215,484.7
"Lyon County, Iowa(7)",19119,484.7
"Okeechobee County, Florida(6)",12093,484.7
"Fannin County, Georgia(7)",13111,484.6
"Snohomish County, Washington(7)",53061,484.5
"Pickens County, Alabama(6)",1107,484.5
"Pulaski County, Missouri(6)",29169,484.5
"Roosevelt County, Montana(6)",30085,484.4
"Plymouth County, Iowa(7)",19149,484.3
"Rock County, Wisconsin(6)",55105,484.3
"Tallahatchie County, Mississippi(6)",28135,484.3
"Avery County, North Carolina(6)",37011,484.3
"Venango County, Pennsylvania(6)",42121,484.2
"Langlade County, Wisconsin(6)",55067,484.2
"Dorchester County, Maryland(6)",24019,484.1
"Putnam County, Tennessee(6)",47141,484.1
"Montgomery County, Pennsylvania(6)",42091,484.1
"Valley County, Montana(6)",30105,484.1
"Thurston County, Washington(7)",53067,484
"Ottawa County, Ohio(6)",39123,484
"Clark County, Illinois(6)",17023,484
"New Castle County, Delaware(6)",10003,484
"Paulding County, Georgia(7)",13223,484
"Clayton County, Georgia(7)",13063,483.9
"Tehama County, California(7)",6103,483.9
"Scott County, Iowa(7)",19163,483.9
"Jefferson Parish, Louisiana(7)",22051,483.9
"Caldwell County, North Carolina(6)",37027,483.8
"Jefferson County, Missouri(6)",29099,483.7
"Nemaha County, Nebraska(6)",31127,483.7
"Nottoway County, Virginia(6)",51135,483.7
"Schenectady County, New York(7)",36093,483.6
"Washington County, Wisconsin(6)",55131,483.6
"Essex County, Vermont(6)",50009,483.6
"Southampton County, Virginia(6)",51175,483.6
"Grundy County, Iowa(7)",19075,483.6
"Effingham County, Georgia(7)",13103,483.5
"Raleigh County, West Virginia(6)",54081,483.5
"Dixon County, Nebraska(6)",31051,483.4
"Columbia County, Wisconsin(6)",55021,483.3
"Floyd County, Indiana(6)",18043,483.3
"Jefferson County, Mississippi(6)",28063,483.2
"Chippewa County, Wisconsin(6)",55017,483.1
"Craig County, Oklahoma(6)",40035,483.1
"Faulkner County, Arkansas(6)",5045,483.1
"Barnstable County, Massachusetts(7)",25001,483
"Accomack County, Virginia(6)",51001,482.9
"Cherokee County, North Carolina(6)",37039,482.9
"Cass County, Nebraska(6)",31025,482.8
"Chattooga County, Georgia(7)",13055,482.8
"Iberia Parish, Louisiana(7)",22045,482.8
"Sheridan County, North Dakota(6)",38083,482.7
"Madison County, Illinois(6)",17119,482.7
"Troup County, Georgia(7)",13285,482.7
"Warren County, Pennsylvania(6)",42123,482.6
"McNairy County, Tennessee(6)",47109,482.5
"Bath County, Virginia(6)",51017,482.5
"Stanly County, North Carolina(6)",37167,482.5
"Meigs County, Ohio(6)",39105,482.3
"Volusia County, Florida(6)",12127,482.3
"Medina County, Ohio(6)",39103,482.2
"Covington County, Alabama(6)",1039,482.2
"West Feliciana Parish, Louisiana(7)",22125,482.1
"Keokuk County, Iowa(7)",19107,481.9
"Hinds County, Mississippi(6)",28049,481.9
"Jasper County, Texas(6)",48241,481.9
"Pickens County, South Carolina(6)",45077,481.8
"Adams County, Pennsylvania(6)",42001,481.7
"Henry County, Tennessee(6)",47079,481.7
"Adams County, Wisconsin(6)",55001,481.7
"Otsego County, New York(7)",36077,481.6
"Caldwell County, Kentucky(7)",21033,481.6
"Mercer County, West Virginia(6)",54055,481.6
"York County, Pennsylvania(6)",42133,481.6
"Payette County, Idaho(7)",16075,481.6
"Litchfield County, Connecticut(7)",9005,481.5
"Natchitoches Parish, Louisiana(7)",22069,481.5
"Lee County, Illinois(6)",17103,481.5
"Clinton County, Iowa(7)",19045,481.4
"Howard County, Indiana(6)",18067,481.4
"Lincoln County, Georgia(7)",13181,481.4
"Foard County, Texas(6)",48155,481.4
"Tulsa County, Oklahoma(6)",40143,481.4
"Clark County, Arkansas(6)",5019,481.3
"Morgan County, Tennessee(6)",47129,481.2
"Brown County, Ohio(6)",39015,481.2
"Phillips County, Montana(6)",30071,481.1
"Jefferson County, Washington(7)",53031,481.1
"Pottawattamie County, Iowa(7)",19155,481.1
"Guilford County, North Carolina(6)",37081,481
"Sharp County, Arkansas(6)",5135,480.9
"Sumter County, South Carolina(6)",45085,480.9
"Oakland County, Michigan(7)",26125,480.9
"Fayette County, Pennsylvania(6)",42051,480.9
"Grant County, Wisconsin(6)",55043,480.9
"Copiah County, Mississippi(6)",28029,480.8
"Shiawassee County, Michigan(6)",26155,480.8
"Boone County, Kentucky(7)",21015,480.8
"Macon County, Tennessee(6)",47111,480.8
"Westchester County, New York(7)",36119,480.7
"Jefferson County, Ohio(6)",39081,480.7
"Lowndes County, Mississippi(6)",28087,480.7
"Cass County, North Dakota(6)",38017,480.7
"Sequatchie County, Tennessee(6)",47153,480.6
"Oliver County, North Dakota(6)",38065,480.6
"Pike County, Georgia(7)",13231,480.6
"Tyrrell County, North Carolina(6)",37177,480.5
"East Baton Rouge Parish, Louisiana(7)",22033,480.4
"Walton County, Georgia(7)",13297,480.4
"Dare County, North Carolina(6)",37055,480.3
"St. Bernard Parish, Louisiana(7)",22087,480.3
"York County, Maine(6)",23031,480.1
"Grant County, South Dakota(6)",46051,480
"Newton County, Mississippi(6)",28101,480
"Champaign County, Ohio(6)",39021,479.8
"Moore County, North Carolina(6)",37125,479.8
"Blount County, Tennessee(6)",47009,479.8
"Menifee County, Kentucky(7)",21165,479.8
"Bradford County, Pennsylvania(6)",42015,479.7
"Caroline County, Virginia(6)",51033,479.7
"St. Lawrence County, New York(7)",36089,479.7
"Cabarrus County, North Carolina(6)",37025,479.7
"Lincoln County, North Carolina(6)",37109,479.6
"Cocke County, Tennessee(6)",47029,479.6
"Mercer County, Missouri(6)",29129,479.6
"Tallapoosa County, Alabama(6)",1123,479.6
"Middlesex County, Connecticut(7)",9007,479.5
"Claiborne Parish, Louisiana(7)",22027,479.5
"Franklin County, New York(7)",36033,479.3
"Perry County, Ohio(6)",39127,479.3
"Lackawanna County, Pennsylvania(6)",42069,479.3
"Buchanan County, Missouri(6)",29021,479.2
"Washington County, Maryland(6)",24043,479.2
"Kearney County, Nebraska(6)",31099,479.2
"Humphreys County, Tennessee(6)",47085,479.2
"Skagit County, Washington(7)",53057,479.1
"Union County, Arkansas(6)",5139,479.1
"Jackson County, Indiana(6)",18071,479
"Johnson County, Indiana(6)",18081,478.9
"Franklin County, North Carolina(6)",37069,478.9
"Ottawa County, Oklahoma(6)",40115,478.9
"Fulton County, Illinois(6)",17057,478.9
"Knox County, Texas(6)",48275,478.8
"Mason County, Illinois(6)",17125,478.8
"Franklin County, Tennessee(6)",47051,478.8
"Duchesne County, Utah(7)",49013,478.7
"Cooper County, Missouri(6)",29053,478.7
"Baldwin County, Georgia(7)",13009,478.6
"Coryell County, Texas(6)",48099,478.6
"Cuyahoga County, Ohio(6)",39035,478.6
"Madison County, Indiana(6)",18095,478.5
"Island County, Washington(7)",53029,478.5
"Pettis County, Missouri(6)",29159,478.5
"Franklin County, Nebraska(6)",31061,478.5
"Putnam County, West Virginia(6)",54079,478.5
"Fulton County, Pennsylvania(6)",42057,478.5
"Aroostook County, Maine(6)",23003,478.4
"Licking County, Ohio(6)",39089,478.4
"Oxford County, Maine(6)",23017,478.3
"Decatur County, Indiana(6)",18031,478.2
"Williamsburg City, Virginia(6)",51830,478.2
"Vigo County, Indiana(6)",18167,478.1
"Ogemaw County, Michigan(6)",26129,478.1
"Person County, North Carolina(6)",37145,478.1
"Hillsborough County, Florida(6)",12057,478
"Jasper County, Missouri(6)",29097,478
"Lincoln County, Missouri(6)",29113,477.9
"Chester County, Pennsylvania(6)",42029,477.9
"Fillmore County, Nebraska(6)",31059,477.9
"Fannin County, Texas(6)",48147,477.8
"Carter County, Missouri(6)",29035,477.7
"Rapides Parish, Louisiana(7)",22079,477.7
"Waukesha County, Wisconsin(6)",55133,477.6
"Allen County, Kentucky(7)",21003,477.6
"Genesee County, Michigan(6)",26049,477.5
"Hughes County, Oklahoma(6)",40063,477.5
"Bennington County, Vermont(6)",50003,477.5
"Hopkins County, Kentucky(7)",21107,477.4
"Clare County, Michigan(6)",26035,477.4
"Elbert County, Georgia(7)",13105,477.3
"Jackson County, West Virginia(6)",54035,477.3
"Lincoln County, Nebraska(6)",31111,477.3
"Vermillion County, Indiana(6)",18165,477.3
"Morgan County, Alabama(6)",1103,477.2
"Lawrence County, Tennessee(6)",47099,477.2
"Mississippi County, Arkansas(6)",5093,477.2
"Sussex County, Delaware(6)",10005,477.1
"Allen County, Ohio(6)",39003,477.1
"Jefferson Davis County, Mississippi(6)",28065,477.1
"Ogle County, Illinois(6)",17141,477.1
"Butte County, Idaho(7)",16023,477
"Nowata County, Oklahoma(6)",40105,477
"Sullivan County, Tennessee(6)",47163,477
"Scott County, Mississippi(6)",28123,477
"Prince George County, Virginia(6)",51149,476.9
"Huron County, Ohio(6)",39077,476.8
"Williamsburg County, South Carolina(6)",45089,476.7
"Upshur County, West Virginia(6)",54097,476.7
"Windsor County, Vermont(6)",50027,476.6
"Caddo Parish, Louisiana(7)",22017,476.6
"Perry County, Pennsylvania(6)",42099,476.5
"Clark County, Wisconsin(6)",55019,476.5
"Pocahontas County, Iowa(7)",19151,476.3
"Rutland County, Vermont(6)",50021,476.3
"Furnas County, Nebraska(6)",31065,476.1
"Cheboygan County, Michigan(6)",26031,476.1
"McKean County, Pennsylvania(6)",42083,476.1
"White County, Georgia(7)",13311,476
"Torrance County, New Mexico(7)",35057,475.9
"Mitchell County, Georgia(7)",13205,475.9
"Sarasota County, Florida(6)",12115,475.9
"Madison County, Mississippi(6)",28089,475.8
"Manitowoc County, Wisconsin(6)",55071,475.7
"Delaware County, New York(7)",36025,475.7
"Ray County, Missouri(6)",29177,475.7
"West Carroll Parish, Louisiana(7)",22123,475.6
"McCurtain County, Oklahoma(6)",40089,475.6
"Forsyth County, North Carolina(6)",37067,475.5
"Cambria County, Pennsylvania(6)",42021,475.4
"Marion County, Arkansas(6)",5089,475.4
"Bleckley County, Georgia(7)",13023,475.4
"Harper County, Oklahoma(6)",40059,475.4
"Hancock County, Iowa(7)",19081,475.3
"Douglas County, Wisconsin(6)",55031,475.3
"Erie County, Pennsylvania(6)",42049,475.3
"Sanders County, Montana(6)",30089,475.2
"Sawyer County, Wisconsin(6)",55113,475.1
"Hancock County, West Virginia(6)",54029,475.1
"Hunterdon County, New Jersey(7)",34019,475.1
"Union County, Mississippi(6)",28145,475.1
"Washington County, Tennessee(6)",47179,475.1
"Burleigh County, North Dakota(6)",38015,475
"Carteret County, North Carolina(6)",37031,474.9
"Vance County, North Carolina(6)",37181,474.8
"Lake County, Ohio(6)",39085,474.7
"Tuscola County, Michigan(6)",26157,474.7
"Butler County, Nebraska(6)",31023,474.6
"Norfolk County, Massachusetts(7)",25021,474.6
"Daggett County, Utah(7)",49009,474.5
"Bartow County, Georgia(7)",13015,474.5
"Iredell County, North Carolina(6)",37097,474.5
"Houston County, Georgia(7)",13153,474.5
"Tillman County, Oklahoma(6)",40141,474.5
"Clermont County, Ohio(6)",39025,474.5
"Whatcom County, Washington(7)",53073,474.5
"Gordon County, Georgia(7)",13129,474.4
"Coos County, New Hampshire(6)",33007,474.4
"Fond du Lac County, Wisconsin(6)",55039,474.4
"Knox County, Maine(6)",23013,474.4
"Portsmouth City, Virginia(6)",51740,474.3
"Carter County, Oklahoma(6)",40019,474.3
"Clarke County, Alabama(6)",1025,474.3
"New Haven County, Connecticut(7)",9009,474.3
"Douglas County, Georgia(7)",13097,474.2
"Johnston County, North Carolina(6)",37101,474.2
"Woodford County, Illinois(6)",17203,474.2
"New London County, Connecticut(7)",9011,474.2
"Coshocton County, Ohio(6)",39031,474.2
"Unicoi County, Tennessee(6)",47171,474.1
"LaPorte County, Indiana(6)",18091,474.1
"Trigg County, Kentucky(7)",21221,474.1
"Lawrence County, Alabama(6)",1079,474
"Gibson County, Tennessee(6)",47053,473.8
"Hamilton County, Ohio(6)",39061,473.7
"Montgomery County, Mississippi(6)",28097,473.7
"Beauregard Parish, Louisiana(7)",22011,473.7
"St. Louis City, Missouri(6)",29510,473.7
"Portage County, Ohio(6)",39133,473.7
"Burke County, Georgia(7)",13033,473.7
"Washington County, Iowa(7)",19183,473.6
"Dutchess County, New York(7)",36027,473.6
"Marshall County, Mississippi(6)",28093,473.6
"Ascension Parish, Louisiana(7)",22005,473.5
"Somerset County, Pennsylvania(6)",42111,473.5
"Georgetown County, South Carolina(6)",45043,473.5
"Thomas County, Georgia(7)",13275,473.4
"Wood County, West Virginia(6)",54107,473.4
"Greene County, Arkansas(6)",5055,473.3
"Pointe Coupee Parish, Louisiana(7)",22077,473.3
"Winnebago County, Illinois(6)",17201,473.3
"Norfolk City, Virginia(6)",51710,473.3
"Wayne County, Missouri(6)",29223,473.3
"Hamlin County, South Dakota(6)",46057,473.3
"Johnson County, Iowa(7)",19103,473.1
"St. Louis County, Missouri(6)",29189,473
"Pinellas County, Florida(6)",12103,473
"Chatham County, North Carolina(6)",37037,472.9
"Waldo County, Maine(6)",23027,472.9
"Baxter County, Arkansas(6)",5005,472.9
"Barnes County, North Dakota(6)",38003,472.8
"Spartanburg County, South Carolina(6)",45083,472.8
"Gregory County, South Dakota(6)",46053,472.7
"Charles City County, Virginia(6)",51036,472.7
"Butte County, California(7)",6007,472.7
"Lafayette County, Missouri(6)",29107,472.6
"Whiteside County, Illinois(6)",17195,472.6
"Stone County, Mississippi(6)",28131,472.5
"Henry County, Illinois(6)",17073,472.5
"Ashland County, Ohio(6)",39005,472.5
"Rutherford County, North Carolina(6)",37161,472.5
"Owen County, Indiana(6)",18119,472.4
"Bergen County, New Jersey(7)",34003,472.4
"Banks County, Georgia(7)",13011,472.4
"Door County, Wisconsin(6)",55029,472.3
"Marion County, South Carolina(6)",45067,472.3
"Alfalfa County, Oklahoma(6)",40003,472.3
"Carroll County, Indiana(6)",18015,472.3
"Golden Valley County, North Dakota(6)",38033,472.3
"Cobb County, Georgia(7)",13067,472.3
"Clay County, Georgia(7)",13061,472
"Coffee County, Tennessee(6)",47031,472
"Crawford County, Illinois(6)",17033,471.9
"Dauphin County, Pennsylvania(6)",42043,471.8
"Massac County, Illinois(6)",17127,471.8
"Benton County, Missouri(6)",29015,471.8
"Codington County, South Dakota(6)",46029,471.7
"Henry County, Indiana(6)",18065,471.7
"Brevard County, Florida(6)",12009,471.7
"Bottineau County, North Dakota(6)",38009,471.6
"Iowa County, Iowa(7)",19095,471.6
"Vanderburgh County, Indiana(6)",18163,471.6
"Colleton County, South Carolina(6)",45029,471.5
"Oconto County, Wisconsin(6)",55083,471.5
"Monroe County, West Virginia(6)",54063,471.5
"Wilkinson County, Georgia(7)",13319,471.5
"Lake County, Indiana(6)",18089,471.5
"Ozaukee County, Wisconsin(6)",55089,471.5
"Taylor County, Iowa(7)",19173,471.5
"Macon County, North Carolina(6)",37113,471.4
"Hancock County, Illinois(6)",17067,471.4
"Carroll County, Missouri(6)",29033,471.3
"Kay County, Oklahoma(6)",40071,471.3
"Marion County, Alabama(6)",1093,471.2
"Wayne County, Kentucky(7)",21231,471.2
"Wells County, North Dakota(6)",38103,471.2
"Clinton County, Pennsylvania(6)",42035,471.1
"Buncombe County, North Carolina(6)",37021,471.1
"Chowan County, North Carolina(6)",37041,471.1
"Brooke County, West Virginia(6)",54009,471
"Claiborne County, Mississippi(6)",28021,471
"St. Clair County, Illinois(6)",17163,471
"Cherokee County, South Carolina(6)",45021,470.9
"Grayson County, Texas(6)",48181,470.9
"Worcester County, Massachusetts(7)",25027,470.8
"St. Clair County, Alabama(6)",1115,470.8
"Ransom County, North Dakota(6)",38073,470.8
"Lamar County, Texas(6)",48277,470.7
"Mifflin County, Pennsylvania(6)",42087,470.7
"Jasper County, Mississippi(6)",28061,470.7
"Ida County, Iowa(7)",19093,470.7
"Webster County, Iowa(7)",19187,470.6
"Union County, Iowa(7)",19175,470.6
"La Salle Parish, Louisiana(7)",22059,470.6
"Burt County, Nebraska(6)",31021,470.5
"Guthrie County, Iowa(7)",19077,470.4
"Sarpy County, Nebraska(6)",31153,470.3
"Livingston Parish, Louisiana(7)",22063,470.3
"Wilbarger County, Texas(6)",48487,470.3
"Knox County, Illinois(6)",17095,470.2
"Okfuskee County, Oklahoma(6)",40107,470.2
"Tipton County, Tennessee(6)",47167,470.2
"Buchanan County, Iowa(7)",19019,470.1
"Toombs County, Georgia(7)",13279,470.1
"Itawamba County, Mississippi(6)",28057,469.9
"Phelps County, Nebraska(6)",31137,469.9
"Big Horn County, Montana(6)",30003,469.9
"Cumberland County, Illinois(6)",17035,469.9
"Adair County, Iowa(7)",19001,469.9
"Webster County, Nebraska(6)",31181,469.8
"Columbia County, Washington(6)",53013,469.8
"Etowah County, Alabama(6)",1055,469.7
"Chickasaw County, Mississippi(6)",28017,469.7
"Howard County, Iowa(7)",19089,469.7
"Richmond County, Georgia(7)",13245,469.7
"Burke County, North Carolina(6)",37023,469.5
"Brooks County, Georgia(7)",13027,469.5
"Oconee County, Georgia(7)",13219,469.3
"York County, South Carolina(6)",45091,469.2
"Augusta County, Virginia(6)",51015,469.2
"Alexander County, North Carolina(6)",37003,469.2
"Ulster County, New York(7)",36111,469.1
"Mitchell County, Iowa(7)",19131,469.1
"Benzie County, Michigan(6)",26019,468.8
"Camas County, Idaho(7)",16025,468.7
"Hillsborough County, New Hampshire(6)",33011,468.7
"Marion County, Indiana(6)",18097,468.7
"Alpena County, Michigan(6)",26007,468.7
"Harris County, Georgia(7)",13145,468.7
"Indian River County, Florida(6)",12061,468.6
"Dundy County, Nebraska(6)",31057,468.6
"Jones County, Iowa(7)",19105,468.5
"Clay County, Alabama(6)",1027,468.5
"Clinton County, Ohio(6)",39027,468.4
"Orleans County, Vermont(6)",50019,468.3
"Dougherty County, Georgia(7)",13095,468.3
"Fairfield County, Connecticut(7)",9001,468.3
"Emmet County, Michigan(6)",26047,468.1
"Hamblen County, Tennessee(6)",47063,468
"Calloway County, Kentucky(7)",21035,468
"Lorain County, Ohio(6)",39093,468
"Boyd County, Nebraska(6)",31015,467.9
"Boone County, Nebraska(6)",31011,467.8
"Floyd County, Georgia(7)",13115,467.7
"Fulton County, Georgia(7)",13121,467.7
"Montgomery County, Ohio(6)",39113,467.7
"Osceola County, Iowa(7)",19143,467.6
"St. John the Baptist Parish, Louisiana(7)",22095,467.6
"White County, Indiana(6)",18181,467.6
"Concordia Parish, Louisiana(7)",22029,467.6
"Harrison County, Indiana(6)",18061,467.5
"Florence County, South Carolina(6)",45041,467.5
"Screven County, Georgia(7)",13251,467.5
"Sheboygan County, Wisconsin(6)",55117,467.4
"Elmore County, Idaho(7)",16039,467.4
"Bibb County, Alabama(6)",1007,467.3
"Martin County, North Carolina(6)",37117,467.3
"Lebanon County, Pennsylvania(6)",42075,467.3
"Coweta County, Georgia(7)",13077,467.2
"Adams County, Illinois(6)",17001,467.2
"New Madrid County, Missouri(6)",29143,467
"Tangipahoa Parish, Louisiana(7)",22105,467
"Clatsop County, Oregon(6)",41007,466.9
"Lawrence County, Illinois(6)",17101,466.9
"Knox County, Tennessee(6)",47093,466.9
"Fluvanna County, Virginia(6)",51065,466.9
"Louisa County, Virginia(6)",51109,466.8
"Pawnee County, Oklahoma(6)",40117,466.8
"Wayne County, Illinois(6)",17191,466.7
"Rockdale County, Georgia(7)",13247,466.7
"Sullivan County, New Hampshire(6)",33019,466.7
"Clinton County, Illinois(6)",17027,466.7
"Washington County, Indiana(6)",18175,466.6
"Oklahoma County, Oklahoma(6)",40109,466.5
"Barton County, Missouri(6)",29011,466.5
"Benton County, Iowa(7)",19011,466.5
"Brunswick County, North Carolina(6)",37019,466.4
"Randolph County, Georgia(7)",13243,466.4
"Sumter County, Alabama(6)",1119,466.2
"Santa Rosa County, Florida(6)",12113,466.2
"Tippah County, Mississippi(6)",28139,466.2
"Warren County, Kentucky(7)",21227,466.1
"Richland County, Ohio(6)",39139,466.1
"Roanoke City, Virginia(6)",51770,466.1
"Hopkins County, Texas(6)",48223,465.9
"Jersey County, Illinois(6)",17083,465.8
"Stephens County, Oklahoma(6)",40137,465.8
