State,fips,ratePer100k
"Effingham County, Georgia(7)",13103,78.3
"Bibb County, Alabama(6)",1007,78.3
"Tipton County, Indiana(6)",18159,78.3
"Warren County, Tennessee(6)",47177,78.3
"Garland County, Arkansas(6)",5051,78.3
"Meigs County, Ohio(6)",39105,78.3
"Alcorn County, Mississippi(6)",28003,78.3
"Hardin County, Ohio(6)",39065,78.2
"Mitchell County, Georgia(7)",13205,78.2
"Mecosta County, Michigan(6)",26107,78.2
"Sequatchie County, Tennessee(6)",47153,78.2
"Forest County, Pennsylvania(6)",42053,78.2
"Blount County, Tennessee(6)",47009,78.2
"Appanoose County, Iowa(7)",19007,78.1
"Pike County, Georgia(7)",13231,78.1
"Washington County, Florida(6)",12133,78.1
"Monroe County, Iowa(7)",19135,78
"Scott County, Illinois(6)",17171,78
"Twiggs County, Georgia(7)",13289,78
"Pope County, Arkansas(6)",5115,78
"Strafford County, New Hampshire(6)",33017,77.9
"Stone County, Mississippi(6)",28131,77.9
"Crawford County, Illinois(6)",17033,77.9
"Greene County, Indiana(6)",18055,77.9
"Caldwell County, North Carolina(6)",37027,77.9
"Conecuh County, Alabama(6)",1035,77.9
"Noble County, Indiana(6)",18113,77.9
"Palo Pinto County, Texas(6)",48363,77.9
"Madison County, Arkansas(6)",5087,77.8
"Herkimer County, New York(7)",36043,77.8
"Brooks County, Georgia(7)",13027,77.8
"Lyon County, Kentucky(7)",21143,77.8
"Vanderburgh County, Indiana(6)",18163,77.7
"Colleton County, South Carolina(6)",45029,77.7
"Adair County, Missouri(6)",29001,77.7
"Morgan County, West Virginia(6)",54065,77.6
"Pontotoc County, Oklahoma(6)",40123,77.6
"Webster Parish, Louisiana(7)",22119,77.6
"Monroe County, Mississippi(6)",28095,77.5
"Bleckley County, Georgia(7)",13023,77.5
"Clay County, Florida(6)",12019,77.4
"Robeson County, North Carolina(6)",37155,77.4
"Calhoun County, Alabama(6)",1015,77.4
"Franklin County, Vermont(6)",50011,77.4
"Alleghany County, North Carolina(6)",37005,77.4
"Bell County, Texas(6)",48027,77.4
"Jackson County, Georgia(7)",13157,77.4
"Lawrence County, Indiana(6)",18093,77.4
"Logan County, Ohio(6)",39091,77.4
"Atoka County, Oklahoma(6)",40005,77.3
"Prince Edward County, Virginia(6)",51147,77.3
"Dare County, North Carolina(6)",37055,77.3
"Beauregard Parish, Louisiana(7)",22011,77.3
"Washington County, North Carolina(6)",37187,77.3
"Toombs County, Georgia(7)",13279,77.2
"Marion County, Indiana(6)",18097,77.2
"Pike County, Illinois(6)",17149,77.2
"West Baton Rouge Parish, Louisiana(7)",22121,77.1
"Bacon County, Georgia(7)",13005,77.1
"Nance County, Nebraska(6)",31125,77.1
"Thomas County, Georgia(7)",13275,77.1
"Lee County, South Carolina(6)",45061,77.1
"Pittsburg County, Oklahoma(6)",40121,77.1
"Forrest County, Mississippi(6)",28035,77
"St. Landry Parish, Louisiana(7)",22097,77
"Laclede County, Missouri(6)",29105,77
"Chesterfield County, South Carolina(6)",45025,77
"Lamar County, Texas(6)",48277,76.9
"Burt County, Nebraska(6)",31021,76.9
"Bullock County, Alabama(6)",1011,76.9
"Wood County, Texas(6)",48499,76.9
"Tipton County, Tennessee(6)",47167,76.9
"Baldwin County, Georgia(7)",13009,76.9
"Wayne County, North Carolina(6)",37191,76.8
"Sumter County, South Carolina(6)",45085,76.8
"Tensas Parish, Louisiana(7)",22107,76.8
"Ozark County, Missouri(6)",29153,76.8
"Christian County, Kentucky(7)",21047,76.8
"Allegany County, Maryland(6)",24001,76.7
"Knox County, Indiana(6)",18083,76.7
"Kalkaska County, Michigan(6)",26079,76.7
"Benton County, Iowa(7)",19011,76.7
"Norfolk City, Virginia(6)",51710,76.7
"Dodge County, Georgia(7)",13091,76.6
"Champaign County, Ohio(6)",39021,76.6
"Gibson County, Tennessee(6)",47053,76.6
"LaPorte County, Indiana(6)",18091,76.6
"Granville County, North Carolina(6)",37077,76.6
"Bledsoe County, Tennessee(6)",47007,76.6
"Giles County, Tennessee(6)",47055,76.5
"Craig County, Oklahoma(6)",40035,76.5
"Hoke County, North Carolina(6)",37093,76.5
"Jackson Parish, Louisiana(7)",22049,76.5
"Crittenden County, Arkansas(6)",5035,76.5
"Shelby County, Illinois(6)",17173,76.5
"Marquette County, Wisconsin(6)",55077,76.5
"Martinsville City, Virginia(6)",51690,76.5
"Kanawha County, West Virginia(6)",54039,76.4
"Des Moines County, Iowa(7)",19057,76.4
"Schuyler County, New York(7)",36097,76.4
"Burke County, North Carolina(6)",37023,76.4
"St. Clair County, Illinois(6)",17163,76.4
"Kay County, Oklahoma(6)",40071,76.4
"Jackson County, Alabama(6)",1071,76.3
"Pike County, Indiana(6)",18125,76.3
"Cape May County, New Jersey(7)",34009,76.3
"Jackson County, West Virginia(6)",54035,76.3
"Aroostook County, Maine(6)",23003,76.2
"Miller County, Missouri(6)",29131,76.2
"Wayne County, Georgia(7)",13305,76.2
"Pottawattamie County, Iowa(7)",19155,76.1
"Taylor County, West Virginia(6)",54091,76.1
"Mercer County, Illinois(6)",17131,76
"Sebastian County, Arkansas(6)",5131,76
"Pettis County, Missouri(6)",29159,76
"Lawrence County, Pennsylvania(6)",42073,76
"Seneca County, New York(7)",36099,76
"Warren County, Mississippi(6)",28149,75.9
"Portsmouth City, Virginia(6)",51740,75.9
"Clermont County, Ohio(6)",39025,75.9
"Cherokee County, Texas(6)",48073,75.9
"Lawrence County, Alabama(6)",1079,75.9
"Randolph County, Indiana(6)",18135,75.9
"Okfuskee County, Oklahoma(6)",40107,75.9
"Pulaski County, Indiana(6)",18131,75.9
"Henry County, Indiana(6)",18065,75.9
"Prairie County, Arkansas(6)",5117,75.8
"Dewey County, South Dakota(6)",46041,75.8
"Choctaw County, Mississippi(6)",28019,75.8
"DeKalb County, Indiana(6)",18033,75.8
"Sawyer County, Wisconsin(6)",55113,75.8
"Cerro Gordo County, Iowa(7)",19033,75.8
"Paulding County, Georgia(7)",13223,75.8
"Decatur County, Iowa(7)",19053,75.7
"Ware County, Georgia(7)",13299,75.7
"Washington County, Tennessee(6)",47179,75.7
"Clark County, Missouri(6)",29045,75.7
"Boone County, Kentucky(7)",21015,75.7
"Cleburne County, Alabama(6)",1029,75.7
"Davie County, North Carolina(6)",37059,75.7
"Cotton County, Oklahoma(6)",40033,75.7
"Madison County, Virginia(6)",51113,75.6
"Lamar County, Georgia(7)",13171,75.6
"Franklin County, North Carolina(6)",37069,75.6
"Red River Parish, Louisiana(7)",22081,75.6
"Henry County, Iowa(7)",19087,75.6
"Carroll County, Indiana(6)",18015,75.6
"Wayne County, New York(7)",36117,75.5
"Faulkner County, Arkansas(6)",5045,75.5
"Macomb County, Michigan(7)",26099,75.5
"Atkinson County, Georgia(7)",13003,75.5
"Burnett County, Wisconsin(6)",55013,75.4
"Montgomery County, Tennessee(6)",47125,75.4
"Young County, Texas(6)",48503,75.4
"King George County, Virginia(6)",51099,75.4
"Spalding County, Georgia(7)",13255,75.4
"Wayne County, Iowa(7)",19185,75.3
"Bosque County, Texas(6)",48035,75.3
"Howard County, Indiana(6)",18067,75.3
"Randolph County, West Virginia(6)",54083,75.3
"Roane County, Tennessee(6)",47145,75.3
"Philadelphia County, Pennsylvania(6)",42101,75.2
"St. Francis County, Arkansas(6)",5123,75.2
"Kingsbury County, South Dakota(6)",46077,75.2
"Dade County, Missouri(6)",29057,75.2
"Steuben County, New York(7)",36101,75.1
"Dale County, Alabama(6)",1045,75.1
"Troup County, Georgia(7)",13285,75.1
"Ouachita Parish, Louisiana(7)",22073,75.1
"Macon County, Missouri(6)",29121,75.1
"Sampson County, North Carolina(6)",37163,75.1
"Attala County, Mississippi(6)",28007,75
"Perkins County, South Dakota(6)",46105,75
"Nassau County, Florida(6)",12089,75
"Onondaga County, New York(7)",36067,75
"Fulton County, Indiana(6)",18049,75
"Cass County, Nebraska(6)",31025,75
"Walker County, Georgia(7)",13295,75
"Windham County, Connecticut(7)",9015,75
"St. Lawrence County, New York(7)",36089,75
"Parke County, Indiana(6)",18121,74.9
"Madison County, Ohio(6)",39097,74.9
"Fayette County, Indiana(6)",18041,74.9
"Lake County, California(7)",6033,74.9
"Currituck County, North Carolina(6)",37053,74.9
"Norton City, Virginia(6)",51720,74.9
"Jones County, North Carolina(6)",37103,74.9
"Weakley County, Tennessee(6)",47183,74.9
"Aransas County, Texas(6)",48007,74.9
"Genesee County, Michigan(6)",26049,74.9
"Franklin County, Indiana(6)",18047,74.8
"St. Martin Parish, Louisiana(7)",22099,74.8
"Anderson County, Texas(6)",48001,74.8
"Van Buren County, Iowa(7)",19177,74.8
"Hunt County, Texas(6)",48231,74.8
"Licking County, Ohio(6)",39089,74.8
"George County, Mississippi(6)",28039,74.6
"Limestone County, Texas(6)",48293,74.6
"Tallapoosa County, Alabama(6)",1123,74.6
"Bowie County, Texas(6)",48037,74.6
"Gloucester County, New Jersey(7)",34015,74.6
"Madison County, New York(7)",36053,74.6
"Jay County, Indiana(6)",18075,74.5
"Montague County, Texas(6)",48337,74.5
"Oneida County, Wisconsin(6)",55085,74.5
"Shelby County, Missouri(6)",29205,74.5
"Phillips County, Arkansas(6)",5107,74.5
"Kaufman County, Texas(6)",48257,74.5
"Cumberland County, Illinois(6)",17035,74.5
"Phelps County, Missouri(6)",29161,74.5
"Kent County, Delaware(6)",10001,74.5
"Jefferson County, Ohio(6)",39081,74.5
"Union County, Arkansas(6)",5139,74.4
"Athens County, Ohio(6)",39009,74.4
"McClain County, Oklahoma(6)",40087,74.4
"Saline County, Arkansas(6)",5125,74.4
"New Kent County, Virginia(6)",51127,74.4
"Cumberland County, Virginia(6)",51049,74.3
"Whitley County, Indiana(6)",18183,74.3
"Pulaski County, Virginia(6)",51155,74.3
"Newton County, Indiana(6)",18111,74.3
"Kodiak Island Borough, Alaska(6)",2150,74.3
"McDonough County, Illinois(6)",17109,74.3
"Roanoke City, Virginia(6)",51770,74.3
"Clark County, Illinois(6)",17023,74.3
"Clay County, Mississippi(6)",28025,74.3
"Carteret County, North Carolina(6)",37031,74.2
"Smith County, Tennessee(6)",47159,74.2
"Searcy County, Arkansas(6)",5129,74.2
"Lowndes County, Alabama(6)",1085,74.2
"Hernando County, Florida(6)",12053,74.2
"Orleans County, Vermont(6)",50019,74.2
"Ida County, Iowa(7)",19093,74.2
"Mason County, Washington(7)",53045,74.1
"Bradley County, Tennessee(6)",47011,74.1
"Montgomery County, New York(7)",36057,74.1
"Latimer County, Oklahoma(6)",40077,74.1
"Minnehaha County, South Dakota(6)",46099,74.1
"Perry County, Mississippi(6)",28111,74.1
"Lincoln County, Georgia(7)",13181,74.1
"Floyd County, Georgia(7)",13115,74.1
"Little River County, Arkansas(6)",5081,74
"Henry County, Alabama(6)",1067,74
"Wayne County, Michigan(7)",26163,74
"San Jacinto County, Texas(6)",48407,74
"Franklin County, Tennessee(6)",47051,73.9
"Graham County, North Carolina(6)",37075,73.9
"Merrick County, Nebraska(6)",31121,73.9
"Berkeley County, South Carolina(6)",45015,73.9
"St. Clair County, Missouri(6)",29185,73.9
"Halifax County, North Carolina(6)",37083,73.9
"Warren County, Missouri(6)",29219,73.8
"Howard County, Arkansas(6)",5061,73.8
"Mohave County, Arizona(6)",4015,73.8
"Bartholomew County, Indiana(6)",18005,73.7
"Washington County, New York(7)",36115,73.7
"Livingston Parish, Louisiana(7)",22063,73.7
"Lincoln County, Mississippi(6)",28085,73.7
"Baker County, Florida(6)",12003,73.7
"Jones County, Georgia(7)",13169,73.7
"Vance County, North Carolina(6)",37181,73.7
"Marion County, Florida(6)",12083,73.7
"Iosco County, Michigan(6)",26069,73.7
"Brown County, Indiana(6)",18013,73.6
"Talladega County, Alabama(6)",1121,73.6
"Sunflower County, Mississippi(6)",28133,73.6
"Hillsdale County, Michigan(6)",26059,73.6
"Mercer County, North Dakota(6)",38057,73.6
"Richmond County, North Carolina(6)",37153,73.6
"Lafayette County, Missouri(6)",29107,73.6
"Charlotte County, Virginia(6)",51037,73.6
"Highland County, Ohio(6)",39071,73.5
"Williamsburg County, South Carolina(6)",45089,73.5
"Marshall County, Alabama(6)",1095,73.5
"Cherokee County, North Carolina(6)",37039,73.5
"Columbia County, New York(7)",36021,73.5
"Pasquotank County, North Carolina(6)",37139,73.5
"Stephens County, Oklahoma(6)",40137,73.5
"Perry County, Illinois(6)",17145,73.5
"Loudon County, Tennessee(6)",47105,73.4
"McCracken County, Kentucky(7)",21145,73.4
"Scott County, Arkansas(6)",5127,73.4
"Sabine County, Texas(6)",48403,73.4
"Calhoun County, Mississippi(6)",28013,73.4
"Cheboygan County, Michigan(6)",26031,73.4
"Carter County, Oklahoma(6)",40019,73.3
"Benton County, Indiana(6)",18007,73.3
"Chemung County, New York(7)",36015,73.3
"Darlington County, South Carolina(6)",45031,73.3
"Jasper County, Mississippi(6)",28061,73.3
"Crosby County, Texas(6)",48107,73.3
"Juneau County, Wisconsin(6)",55057,73.3
"Graves County, Kentucky(7)",21083,73.2
"Cass County, Missouri(6)",29037,73.2
"Jackson County, Illinois(6)",17077,73.2
"Rutherford County, North Carolina(6)",37161,73.2
"Van Buren County, Michigan(6)",26159,73.1
"Spotsylvania County, Virginia(6)",51177,73.1
"Edgecombe County, North Carolina(6)",37065,73.1
"Pondera County, Montana(6)",30073,73.1
"Randolph County, Georgia(7)",13243,73.1
"Accomack County, Virginia(6)",51001,73.1
"Richland Parish, Louisiana(7)",22083,73.1
"Childress County, Texas(6)",48075,73.1
"Tyler County, West Virginia(6)",54095,73
"Forest County, Wisconsin(6)",55041,73
"Palo Alto County, Iowa(7)",19147,73
"Carroll County, Ohio(6)",39019,73
"Treutlen County, Georgia(7)",13283,73
"Evangeline Parish, Louisiana(7)",22039,73
"Bradford County, Florida(6)",12007,73
"Howard County, Iowa(7)",19089,73
"Gladwin County, Michigan(6)",26051,73
"Waldo County, Maine(6)",23027,72.9
"Franklin Parish, Louisiana(7)",22041,72.9
"Lowndes County, Mississippi(6)",28087,72.9
"Montgomery County, Indiana(6)",18107,72.9
"Pocahontas County, West Virginia(6)",54075,72.8
"Alamance County, North Carolina(6)",37001,72.8
"Wilkes County, North Carolina(6)",37193,72.8
"Russell County, Alabama(6)",1113,72.8
"Barry County, Missouri(6)",29009,72.8
"Pasco County, Florida(6)",12101,72.8
"Appling County, Georgia(7)",13001,72.7
"Marion County, South Carolina(6)",45067,72.7
"Jackson County, Texas(6)",48239,72.7
"Lawrence County, Illinois(6)",17101,72.7
"Jasper County, Indiana(6)",18073,72.7
"Erie County, New York(7)",36029,72.7
"Duval County, Florida(6)",12031,72.7
"Jersey County, Illinois(6)",17083,72.7
"Jefferson Davis County, Mississippi(6)",28065,72.7
"Boone County, Arkansas(6)",5009,72.6
"Blair County, Pennsylvania(6)",42013,72.6
"Camden County, Georgia(7)",13039,72.6
"Monroe County, Wisconsin(6)",55081,72.6
"Mecklenburg County, Virginia(6)",51117,72.6
"Mills County, Iowa(7)",19129,72.5
"Stephens County, Georgia(7)",13257,72.5
"Alexander County, North Carolina(6)",37003,72.5
"Genesee County, New York(7)",36037,72.5
"Switzerland County, Indiana(6)",18155,72.4
"Union Parish, Louisiana(7)",22111,72.4
"Allen County, Ohio(6)",39003,72.4
"Saline County, Nebraska(6)",31151,72.4
"Kennebec County, Maine(6)",23011,72.4
"Hamilton County, Iowa(7)",19079,72.4
"Price County, Wisconsin(6)",55099,72.4
"Dawson County, Georgia(7)",13085,72.3
"Oneida County, New York(7)",36065,72.3
"Monona County, Iowa(7)",19133,72.3
"Bollinger County, Missouri(6)",29017,72.3
"Montgomery County, Ohio(6)",39113,72.3
"Carroll County, Mississippi(6)",28015,72.3
"Chambers County, Alabama(6)",1017,72.3
"Gibson County, Indiana(6)",18051,72.2
"Trumbull County, Ohio(6)",39155,72.2
"Candler County, Georgia(7)",13043,72.2
"York County, Maine(6)",23031,72.2
"St. Clair County, Alabama(6)",1115,72.2
"Liberty County, Florida(6)",12077,72.2
"Caroline County, Maryland(6)",24011,72.2
"Towns County, Georgia(7)",13281,72.2
"Bamberg County, South Carolina(6)",45009,72.2
"Polk County, Arkansas(6)",5113,72.1
"Pope County, Illinois(6)",17151,72.1
"Jasper County, Georgia(7)",13159,72.1
"Henry County, Tennessee(6)",47079,72.1
"Wise County, Texas(6)",48497,72.1
"Providence County, Rhode Island(6)",44007,72
"Wayne County, Illinois(6)",17191,72
"Rutherford County, Tennessee(6)",47149,72
"Caldwell County, Missouri(6)",29025,72
"Knox County, Illinois(6)",17095,72
"Chenango County, New York(7)",36017,72
"White County, Georgia(7)",13311,72
"Fayette County, Pennsylvania(6)",42051,72
"St. Marys County, Maryland(6)",24037,72
"Jackson County, Michigan(6)",26075,71.9
"Fulton County, Illinois(6)",17057,71.9
"Bryan County, Oklahoma(6)",40013,71.9
"Racine County, Wisconsin(6)",55101,71.9
"Warren County, Virginia(6)",51187,71.9
"Hamilton County, Ohio(6)",39061,71.8
"Bedford County, Tennessee(6)",47003,71.8
"Hancock County, Kentucky(7)",21091,71.8
"Clatsop County, Oregon(6)",41007,71.7
"Jones County, Iowa(7)",19105,71.7
"Oglethorpe County, Georgia(7)",13221,71.7
"Morgan County, Alabama(6)",1103,71.7
"Wilson County, North Carolina(6)",37195,71.7
"Cumberland County, North Carolina(6)",37051,71.7
"Oregon County, Missouri(6)",29149,71.7
"Edgar County, Illinois(6)",17045,71.6
"Stanly County, North Carolina(6)",37167,71.6
"Trigg County, Kentucky(7)",21221,71.6
"Beaufort County, North Carolina(6)",37013,71.6
"Lenoir County, North Carolina(6)",37107,71.5
"Cumberland County, Tennessee(6)",47035,71.5
"Columbus County, North Carolina(6)",37047,71.5
"Randolph County, Illinois(6)",17157,71.5
"Carroll County, Missouri(6)",29033,71.5
"Etowah County, Alabama(6)",1055,71.5
"Warren County, Kentucky(7)",21227,71.5
"Winston County, Mississippi(6)",28159,71.5
"Callaway County, Missouri(6)",29027,71.5
"Hopkins County, Texas(6)",48223,71.4
"Bibb County, Georgia(7)",13021,71.4
"Gage County, Nebraska(6)",31067,71.4
"Ritchie County, West Virginia(6)",54085,71.4
"Columbia County, Washington(6)",53013,71.4
"Perry County, Pennsylvania(6)",42099,71.4
"Wexford County, Michigan(6)",26165,71.3
"Saratoga County, New York(7)",36091,71.3
"Lewis County, Idaho(7)",16061,71.3
"Newton County, Arkansas(6)",5101,71.3
"Yukon-Koyukuk Census Area, Alaska(6)",2290,71.3
"Cherokee County, Oklahoma(6)",40021,71.3
"Nye County, Nevada(6)",32023,71.3
"Citrus County, Florida(6)",12017,71.3
"Southampton County, Virginia(6)",51175,71.3
"Jackson County, Missouri(6)",29095,71.2
"Cherokee County, Alabama(6)",1019,71.2
"Madison County, North Carolina(6)",37115,71.2
"Greene County, Pennsylvania(6)",42059,71.2
"Albany County, New York(7)",36001,71.2
"Coles County, Illinois(6)",17029,71.2
"Nash County, North Carolina(6)",37127,71.2
"Ionia County, Michigan(6)",26067,71.1
"Ontonagon County, Michigan(6)",26131,71.1
"Terrell County, Georgia(7)",13273,71.1
"Seminole County, Oklahoma(6)",40133,71.1
"Le Flore County, Oklahoma(6)",40079,71.1
"Richland County, Ohio(6)",39139,71.1
"Calhoun County, South Carolina(6)",45017,71.1
"Richmond County, Georgia(7)",13245,71.1
"Pickett County, Tennessee(6)",47137,71.1
"Grand Forks County, North Dakota(6)",38035,71.1
"Van Zandt County, Texas(6)",48467,71.1
"Johnson County, Missouri(6)",29101,71
"Madison County, Tennessee(6)",47113,71
"Clinton County, Indiana(6)",18023,71
"Henderson County, Illinois(6)",17071,71
"Washington Parish, Louisiana(7)",22117,71
"Custer County, Oklahoma(6)",40039,71
"Allen Parish, Louisiana(7)",22003,71
"Johnson County, Indiana(6)",18081,71
"Jefferson County, West Virginia(6)",54037,71
"Pike County, Mississippi(6)",28113,70.9
"Carroll County, Iowa(7)",19027,70.9
"Pender County, North Carolina(6)",37141,70.9
"Gratiot County, Michigan(6)",26057,70.9
"Valdez-Cordova Census Area, Alaska(6)",2261,70.9
"Assumption Parish, Louisiana(7)",22007,70.9
"Bladen County, North Carolina(6)",37017,70.9
"Newton County, Georgia(7)",13217,70.8
"Spencer County, Indiana(6)",18147,70.8
"Ocean County, New Jersey(7)",34029,70.8
"Anson County, North Carolina(6)",37007,70.8
"Fairfield County, South Carolina(6)",45039,70.8
"Nelson County, Virginia(6)",51125,70.8
"Langlade County, Wisconsin(6)",55067,70.8
"Major County, Oklahoma(6)",40093,70.8
"Kershaw County, South Carolina(6)",45055,70.8
"Guthrie County, Iowa(7)",19077,70.8
"Horry County, South Carolina(6)",45051,70.7
"Queen Annes County, Maryland(6)",24035,70.7
"DeWitt County, Texas(6)",48123,70.7
"Dallas County, Alabama(6)",1047,70.7
"Red River County, Texas(6)",48387,70.7
"Panola County, Texas(6)",48365,70.7
"Wright County, Missouri(6)",29229,70.7
"Lincoln County, North Carolina(6)",37109,70.7
"Monroe County, West Virginia(6)",54063,70.6
"Carroll County, Arkansas(6)",5015,70.6
"East Feliciana Parish, Louisiana(7)",22037,70.6
"Haskell County, Oklahoma(6)",40061,70.6
"Gulf County, Florida(6)",12045,70.6
"Franklin County, Florida(6)",12037,70.6
"Sullivan County, New York(7)",36105,70.6
"Hinds County, Mississippi(6)",28049,70.6
"Pottawatomie County, Oklahoma(6)",40125,70.6
"Orange County, Texas(6)",48361,70.6
"Chicot County, Arkansas(6)",5017,70.6
"Lee County, Iowa(7)",19111,70.6
"Elmore County, Alabama(6)",1051,70.5
"Mitchell County, North Carolina(6)",37121,70.5
"Comanche County, Oklahoma(6)",40031,70.5
"Ashland County, Wisconsin(6)",55003,70.5
"Lee County, North Carolina(6)",37105,70.5
"Marinette County, Wisconsin(6)",55075,70.4
"Kenosha County, Wisconsin(6)",55059,70.4
"Amelia County, Virginia(6)",51007,70.4
"Bertie County, North Carolina(6)",37015,70.4
"Cleveland County, North Carolina(6)",37045,70.4
"Grayson County, Texas(6)",48181,70.4
"Grady County, Georgia(7)",13131,70.4
"Butler County, Ohio(6)",39017,70.4
"Marshall County, West Virginia(6)",54051,70.3
"Harrison County, Missouri(6)",29081,70.3
"Houston County, Georgia(7)",13153,70.3
"Blount County, Alabama(6)",1009,70.3
"Donley County, Texas(6)",48129,70.3
"Hancock County, West Virginia(6)",54029,70.3
"Madison County, Texas(6)",48313,70.3
"Yancey County, North Carolina(6)",37199,70.2
"Tuscola County, Michigan(6)",26157,70.2
"Washington County, Maryland(6)",24043,70.2
"Hamilton County, Nebraska(6)",31081,70.2
"Newaygo County, Michigan(6)",26123,70.1
"Holt County, Missouri(6)",29087,70.1
"Kosciusko County, Indiana(6)",18085,70.1
"Benton County, Mississippi(6)",28009,70.1
"Hickory County, Missouri(6)",29085,70.1
"Montmorency County, Michigan(6)",26119,70
"Rock County, Wisconsin(6)",55105,70
"Belmont County, Ohio(6)",39013,70
"Marion County, Texas(6)",48315,70
"Lumpkin County, Georgia(7)",13187,70
"Harford County, Maryland(6)",24025,70
"Lancaster County, Virginia(6)",51103,70
"Linn County, Missouri(6)",29115,70
"Baldwin County, Alabama(6)",1003,70
"Knox County, Ohio(6)",39083,70
"Piatt County, Illinois(6)",17147,70
"Washington County, Pennsylvania(6)",42125,70
"Washburn County, Wisconsin(6)",55129,70
"Luzerne County, Pennsylvania(6)",42079,70
"Newton County, Mississippi(6)",28101,70
"Caddo Parish, Louisiana(7)",22017,69.9
"Dawson County, Montana(6)",30021,69.9
"Chautauqua County, New York(7)",36013,69.9
"Rusk County, Wisconsin(6)",55107,69.9
"Colonial Heights City, Virginia(6)",51570,69.9
"Iberia Parish, Louisiana(7)",22045,69.9
"Hardin County, Iowa(7)",19083,69.9
"Nicholas County, West Virginia(6)",54067,69.9
"Marion County, Alabama(6)",1093,69.9
"Ontario County, New York(7)",36069,69.9
"Moultrie County, Illinois(6)",17139,69.9
"Beaver County, Pennsylvania(6)",42007,69.9
"Wise County, Virginia(6)",51195,69.8
"Volusia County, Florida(6)",12127,69.8
"Person County, North Carolina(6)",37145,69.8
"Newton County, Missouri(6)",29145,69.8
"Yuba County, California(7)",6115,69.8
"Lawrence County, Missouri(6)",29109,69.7
"Upshur County, Texas(6)",48459,69.7
"Woodbury County, Iowa(7)",19193,69.7
"Cullman County, Alabama(6)",1043,69.7
"Marshall County, Indiana(6)",18099,69.7
"Florence County, South Carolina(6)",45041,69.7
"Coffee County, Georgia(7)",13069,69.6
"Coffee County, Tennessee(6)",47031,69.5
"Winnebago County, Illinois(6)",17201,69.5
"Hutchinson County, Texas(6)",48233,69.5
"Camden County, Missouri(6)",29029,69.5
"Grant County, South Dakota(6)",46051,69.5
"McLean County, North Dakota(6)",38055,69.4
"Orange County, Virginia(6)",51137,69.4
"Cabarrus County, North Carolina(6)",37025,69.4
"Angelina County, Texas(6)",48005,69.3
"Hamilton County, Tennessee(6)",47065,69.3
"San Augustine County, Texas(6)",48405,69.3
"Ulster County, New York(7)",36111,69.3
"Yadkin County, North Carolina(6)",37197,69.3
"Winston County, Alabama(6)",1133,69.2
"Avery County, North Carolina(6)",37011,69.2
"Putnam County, Georgia(7)",13237,69.2
"Bath County, Virginia(6)",51017,69.2
"Quitman County, Georgia(7)",13239,69.2
"Essex County, Virginia(6)",51057,69.2
"Cumberland County, New Jersey(7)",34011,69.2
"Clay County, Missouri(6)",29047,69.2
"Montgomery County, Georgia(7)",13209,69.1
"Berrien County, Michigan(6)",26021,69.1
"Santa Rosa County, Florida(6)",12113,69.1
"Adams County, Illinois(6)",17001,69.1
"Tangipahoa Parish, Louisiana(7)",22105,69.1
"Linn County, Iowa(7)",19113,69.1
"Monroe County, Pennsylvania(6)",42089,69
"Smyth County, Virginia(6)",51173,69
"Coahoma County, Mississippi(6)",28027,69
"Camp County, Texas(6)",48063,69
"Mineral County, West Virginia(6)",54057,69
"Pike County, Missouri(6)",29163,69
"Webster County, Missouri(6)",29225,69
"Logan County, Oklahoma(6)",40083,69
"Branch County, Michigan(6)",26023,69
"Yates County, New York(7)",36123,69
"Miami County, Indiana(6)",18103,68.9
"Bulloch County, Georgia(7)",13031,68.9
"Custer County, Montana(6)",30017,68.9
"Lewis County, Missouri(6)",29111,68.9
"Luce County, Michigan(6)",26095,68.9
"Venango County, Pennsylvania(6)",42121,68.8
"Rankin County, Mississippi(6)",28121,68.8
"Crawford County, Pennsylvania(6)",42039,68.8
"Lake County, Indiana(6)",18089,68.8
"McKean County, Pennsylvania(6)",42083,68.8
"Boone County, Illinois(6)",17007,68.8
"Anderson County, Tennessee(6)",47001,68.7
"Pierce County, Washington(7)",53053,68.7
"Coshocton County, Ohio(6)",39031,68.7
"Muskegon County, Michigan(6)",26121,68.7
"Peach County, Georgia(7)",13225,68.7
"Washington County, Virginia(6)",51191,68.7
"Hancock County, Indiana(6)",18059,68.7
"Stephens County, Texas(6)",48429,68.7
"Lapeer County, Michigan(6)",26087,68.6
"Burnet County, Texas(6)",48053,68.6
"Leon County, Texas(6)",48289,68.6
"Staunton City, Virginia(6)",51790,68.6
"Martin County, Indiana(6)",18101,68.6
"Knox County, Tennessee(6)",47093,68.6
"Lincoln County, Tennessee(6)",47103,68.5
"Belknap County, New Hampshire(6)",33001,68.5
"Vilas County, Wisconsin(6)",55125,68.5
"Coos County, Oregon(6)",41011,68.5
"Vermilion Parish, Louisiana(7)",22113,68.5
"Escambia County, Alabama(6)",1053,68.5
"Bennington County, Vermont(6)",50003,68.5
"Bolivar County, Mississippi(6)",28011,68.5
"Clearwater County, Idaho(7)",16035,68.5
"Johnson County, Texas(6)",48251,68.4
"Henry County, Illinois(6)",17073,68.4
"Fayette County, Kentucky(7)",21067,68.4
"Spartanburg County, South Carolina(6)",45083,68.4
"Walton County, Georgia(7)",13297,68.4
