State,fips,ratePer100k
"St. Mary Parish, Louisiana(7)",22101,68.4
"Milwaukee County, Wisconsin(6)",55079,68.4
"Davidson County, Tennessee(6)",47037,68.4
"Surry County, Virginia(6)",51181,68.4
"Buncombe County, North Carolina(6)",37021,68.3
"Montgomery County, North Carolina(6)",37123,68.3
"Sumter County, Georgia(7)",13261,68.3
"Crisp County, Georgia(7)",13081,68.3
"Danville City, Virginia(6)",51590,68.3
"Elbert County, Georgia(7)",13105,68.2
"Ford County, Illinois(6)",17053,68.2
"Buchanan County, Iowa(7)",19019,68.2
"Payette County, Idaho(7)",16075,68.2
"Plymouth County, Massachusetts(7)",25023,68.2
"Scotland County, Missouri(6)",29199,68.2
"Brevard County, Florida(6)",12009,68.1
"Black Hawk County, Iowa(7)",19013,68.1
"Monroe County, Ohio(6)",39111,68.1
"Sumner County, Tennessee(6)",47165,68.1
"Forsyth County, North Carolina(6)",37067,68.1
"Page County, Virginia(6)",51139,68.1
"Douglas County, South Dakota(6)",46043,68.1
"Hocking County, Ohio(6)",39073,68.1
"Brunswick County, Virginia(6)",51025,68.1
"Montcalm County, Michigan(6)",26117,68.1
"Hempstead County, Arkansas(6)",5057,68.1
"Benson County, North Dakota(6)",38005,68.1
"Schuylkill County, Pennsylvania(6)",42107,68.1
"Polk County, Iowa(7)",19153,68
"Newport News City, Virginia(6)",51700,68
"Falls County, Texas(6)",48145,68
"Porter County, Indiana(6)",18127,68
"Delaware County, New York(7)",36025,68
"Bienville Parish, Louisiana(7)",22013,68
"Jones County, Mississippi(6)",28067,68
"Gray County, Texas(6)",48179,68
"Habersham County, Georgia(7)",13137,67.9
"Goochland County, Virginia(6)",51075,67.9
"Appomattox County, Virginia(6)",51011,67.9
"Schenectady County, New York(7)",36093,67.9
"Clay County, Georgia(7)",13061,67.9
"Ogle County, Illinois(6)",17141,67.9
"Colbert County, Alabama(6)",1033,67.9
"Marshall County, Iowa(7)",19127,67.8
"Autauga County, Alabama(6)",1001,67.8
"Shenandoah County, Virginia(6)",51171,67.8
"Morris County, Texas(6)",48343,67.8
"Whitfield County, Georgia(7)",13313,67.7
"Butler County, Iowa(7)",19023,67.7
"Allegheny County, Pennsylvania(6)",42003,67.7
"Parker County, Texas(6)",48367,67.7
"Lycoming County, Pennsylvania(6)",42081,67.7
"Suffolk County, New York(7)",36103,67.7
"Grays Harbor County, Washington(7)",53027,67.7
"Dodge County, Nebraska(6)",31053,67.7
"Sussex County, Delaware(6)",10005,67.6
"Clarendon County, South Carolina(6)",45027,67.6
"Tucker County, West Virginia(6)",54093,67.6
"Burleson County, Texas(6)",48051,67.6
"Salem City, Virginia(6)",51775,67.6
"Fulton County, Pennsylvania(6)",42057,67.6
"Barnwell County, South Carolina(6)",45011,67.6
"Richland County, North Dakota(6)",38077,67.6
"Davison County, South Dakota(6)",46035,67.6
"Lee County, Illinois(6)",17103,67.5
"Claiborne Parish, Louisiana(7)",22027,67.5
"Charlton County, Georgia(7)",13049,67.5
"Cattaraugus County, New York(7)",36009,67.5
"Delaware County, Pennsylvania(6)",42045,67.5
"Douglas County, Illinois(6)",17041,67.5
"Reynolds County, Missouri(6)",29179,67.4
"Wyoming County, Pennsylvania(6)",42131,67.4
"Edmunds County, South Dakota(6)",46045,67.4
"Washington County, Georgia(7)",13303,67.4
"Moniteau County, Missouri(6)",29135,67.4
"Essex County, New York(7)",36031,67.4
"Hardee County, Florida(6)",12049,67.4
"Churchill County, Nevada(6)",32001,67.4
"Franklin County, Ohio(6)",39049,67.4
"Warren County, Illinois(6)",17187,67.4
"Calcasieu Parish, Louisiana(7)",22019,67.3
"Tyrrell County, North Carolina(6)",37177,67.3
"Livingston County, New York(7)",36051,67.3
"Richmond County, New York(7)",36085,67.3
"Lexington City, Virginia(6)",51678,67.3
"Richmond City, Virginia(6)",51760,67.3
"Nolan County, Texas(6)",48353,67.3
"Rogers County, Oklahoma(6)",40131,67.3
"Cass County, Iowa(7)",19029,67.2
"Williams County, North Dakota(6)",38105,67.2
"Chippewa County, Michigan(6)",26033,67.2
"Johnston County, Oklahoma(6)",40069,67.2
"Camden County, New Jersey(7)",34007,67.2
"Greenwood County, South Carolina(6)",45047,67.1
"Fayette County, Alabama(6)",1057,67.1
"York County, Pennsylvania(6)",42133,67.1
"Harrison County, Iowa(7)",19085,67.1
"Okaloosa County, Florida(6)",12091,67.1
"Brunswick County, North Carolina(6)",37019,67.1
"Elkhart County, Indiana(6)",18039,67.1
"Sargent County, North Dakota(6)",38081,67.1
"Freestone County, Texas(6)",48161,67
"Calhoun County, Iowa(7)",19025,67
"Ohio County, West Virginia(6)",54069,67
"Worcester County, Massachusetts(7)",25027,67
"Scott County, Kentucky(7)",21209,67
"Catawba County, North Carolina(6)",37035,67
"Ellis County, Oklahoma(6)",40045,67
"Sandusky County, Ohio(6)",39143,67
"York County, South Carolina(6)",45091,66.9
"Williams County, Ohio(6)",39171,66.9
"Pulaski County, Arkansas(6)",5119,66.9
"Schoharie County, New York(7)",36095,66.9
"White County, Indiana(6)",18181,66.8
"McCook County, South Dakota(6)",46087,66.8
"Marquette County, Michigan(6)",26103,66.7
"Madison Parish, Louisiana(7)",22065,66.7
"McCormick County, South Carolina(6)",45065,66.7
"Gilmer County, Georgia(7)",13123,66.7
"Madison County, Florida(6)",12079,66.7
"Howell County, Missouri(6)",29091,66.7
"Saline County, Missouri(6)",29195,66.7
"Bates County, Missouri(6)",29013,66.6
"Cameron County, Pennsylvania(6)",42023,66.6
"Okanogan County, Washington(6)",53047,66.6
"Jefferson County, Georgia(7)",13163,66.6
"Lucas County, Ohio(6)",39095,66.6
"Columbia County, Oregon(6)",41009,66.6
"Lancaster County, South Carolina(6)",45057,66.6
"Calhoun County, Michigan(6)",26025,66.6
"Campbell County, Virginia(6)",51031,66.6
"Lackawanna County, Pennsylvania(6)",42069,66.6
"Lake County, Ohio(6)",39085,66.6
"Bay County, Michigan(6)",26017,66.5
"Josephine County, Oregon(6)",41033,66.5
"Franklin County, Alabama(6)",1059,66.5
"DeKalb County, Illinois(6)",17037,66.5
"Texas County, Missouri(6)",29215,66.5
"Northumberland County, Pennsylvania(6)",42097,66.5
"Indian River County, Florida(6)",12061,66.5
"Wabash County, Illinois(6)",17185,66.5
"Clinton County, Illinois(6)",17027,66.4
"Webster County, Iowa(7)",19187,66.4
"Highlands County, Florida(6)",12055,66.4
"Jenkins County, Georgia(7)",13165,66.4
"Mifflin County, Pennsylvania(6)",42087,66.4
"Broome County, New York(7)",36007,66.4
"Sullivan County, New Hampshire(6)",33019,66.4
"Hampton County, South Carolina(6)",45049,66.4
"McDuffie County, Georgia(7)",13189,66.4
"Rock Island County, Illinois(6)",17161,66.4
"Dorchester County, South Carolina(6)",45035,66.4
"Guilford County, North Carolina(6)",37081,66.3
"Livingston County, Missouri(6)",29117,66.3
"Hendricks County, Indiana(6)",18063,66.3
"Wagoner County, Oklahoma(6)",40145,66.3
"Camden County, North Carolina(6)",37029,66.3
"Henry County, Ohio(6)",39069,66.3
"Lynchburg City, Virginia(6)",51680,66.3
"Gasconade County, Missouri(6)",29073,66.3
"Union County, Ohio(6)",39159,66.2
"Steuben County, Indiana(6)",18151,66.2
"St. Joseph County, Indiana(6)",18141,66.2
"Oceana County, Michigan(6)",26127,66.2
"Gregg County, Texas(6)",48183,66.2
"Carter County, Tennessee(6)",47019,66.2
"Polk County, Florida(6)",12105,66.2
"Cedar County, Iowa(7)",19031,66.2
"Chambers County, Texas(6)",48071,66.2
"Stark County, Ohio(6)",39151,66.2
"Wyoming County, New York(7)",36121,66.2
"Montgomery County, Iowa(7)",19137,66.1
"Delta County, Michigan(6)",26041,66.1
"Erie County, Ohio(6)",39043,66.1
"Harrison County, Texas(6)",48203,66.1
"Hancock County, Maine(6)",23009,66.1
"Ward County, Texas(6)",48475,66.1
"Mobile County, Alabama(6)",1097,66
"Iredell County, North Carolina(6)",37097,66
"St. Helena Parish, Louisiana(7)",22091,66
"Lorain County, Ohio(6)",39093,66
"Portage County, Ohio(6)",39133,66
"Robertson County, Texas(6)",48395,66
"Caddo County, Oklahoma(6)",40015,66
"O'Brien County, Iowa(7)",19141,66
"Duplin County, North Carolina(6)",37061,66
"Wasco County, Oregon(6)",41065,65.9
"Wells County, Indiana(6)",18179,65.9
"Northampton County, North Carolina(6)",37131,65.9
"Rockingham County, New Hampshire(6)",33015,65.9
"Lyon County, Nevada(6)",32019,65.9
"Concordia Parish, Louisiana(7)",22029,65.9
"Nantucket County, Massachusetts(7)",25019,65.9
"Dakota County, Nebraska(6)",31043,65.9
"Warren County, Indiana(6)",18171,65.8
"Lincoln County, Oklahoma(6)",40081,65.8
"Sac County, Iowa(7)",19161,65.8
"Macon County, Alabama(6)",1087,65.8
"Murray County, Oklahoma(6)",40099,65.7
"Glynn County, Georgia(7)",13127,65.7
"Choctaw County, Oklahoma(6)",40023,65.7
"Coffee County, Alabama(6)",1031,65.7
"Hill County, Texas(6)",48217,65.7
"New London County, Connecticut(7)",9011,65.7
"Mackinac County, Michigan(6)",26097,65.7
"Chickasaw County, Iowa(7)",19037,65.7
"Warren County, North Carolina(6)",37185,65.6
"Lincoln County, Arkansas(6)",5079,65.6
"Rabun County, Georgia(7)",13241,65.6
"Roosevelt County, Montana(6)",30085,65.6
"Amite County, Mississippi(6)",28005,65.6
"Lake County, Florida(6)",12069,65.6
"Baltimore County, Maryland(6)",24005,65.6
"Wilson County, Tennessee(6)",47189,65.5
"Rutland County, Vermont(6)",50021,65.5
"Jefferson County, Nebraska(6)",31095,65.5
"Warrick County, Indiana(6)",18173,65.5
"Madison County, Nebraska(6)",31119,65.5
"Bristol County, Massachusetts(7)",25005,65.5
"Allen County, Indiana(6)",18003,65.5
"Butts County, Georgia(7)",13035,65.4
"Iron County, Wisconsin(6)",55051,65.4
"Hampton City, Virginia(6)",51650,65.4
"Windsor County, Vermont(6)",50027,65.4
"Alpena County, Michigan(6)",26007,65.4
"Effingham County, Illinois(6)",17049,65.3
"Potter County, Texas(6)",48375,65.3
"Mountrail County, North Dakota(6)",38061,65.3
"Pickens County, Alabama(6)",1107,65.3
"Flagler County, Florida(6)",12035,65.3
"Rusk County, Texas(6)",48401,65.2
"Columbiana County, Ohio(6)",39029,65.2
"Muscogee County, Georgia(7)",13215,65.2
"Huron County, Michigan(6)",26063,65.2
"Adams County, Pennsylvania(6)",42001,65.2
"Gilchrist County, Florida(6)",12041,65.2
"Limestone County, Alabama(6)",1083,65.2
"Essex County, Vermont(6)",50009,65.2
"Sumter County, Alabama(6)",1119,65.2
"Buckingham County, Virginia(6)",51029,65.1
"Hamlin County, South Dakota(6)",46057,65.1
"Putnam County, Missouri(6)",29171,65.1
"Fannin County, Georgia(7)",13111,65.1
"Jasper County, Texas(6)",48241,65
"Saginaw County, Michigan(6)",26145,65
"Pickens County, South Carolina(6)",45077,65
"Unicoi County, Tennessee(6)",47171,65
"Dorchester County, Maryland(6)",24019,65
"Rapides Parish, Louisiana(7)",22079,65
"Berks County, Pennsylvania(6)",42011,65
"Quitman County, Mississippi(6)",28119,64.9
"Pushmataha County, Oklahoma(6)",40127,64.9
"Nelson County, North Dakota(6)",38063,64.9
"Jo Daviess County, Illinois(6)",17085,64.9
"Cape Girardeau County, Missouri(6)",29031,64.9
"Bottineau County, North Dakota(6)",38009,64.8
"Lucas County, Iowa(7)",19117,64.8
"Oldham County, Kentucky(7)",21185,64.8
"Clarke County, Mississippi(6)",28023,64.8
"Washington County, Illinois(6)",17189,64.8
"New Haven County, Connecticut(7)",9009,64.8
"Halifax County with South Boston City, Virginia(6)",51083,64.8
"Hancock County, Illinois(6)",17067,64.8
"Coos County, New Hampshire(6)",33007,64.7
"Ashe County, North Carolina(6)",37009,64.7
"Charlottesville City, Virginia(6)",51540,64.7
"Oconee County, South Carolina(6)",45073,64.7
"Atlantic County, New Jersey(7)",34001,64.7
"Jeff Davis County, Georgia(7)",13161,64.7
"Huron County, Ohio(6)",39077,64.7
"Washington County, Arkansas(6)",5143,64.7
"St. Clair County, Michigan(6)",26147,64.6
"Douglas County, Nebraska(6)",31055,64.6
"Braxton County, West Virginia(6)",54007,64.6
"Natchitoches Parish, Louisiana(7)",22069,64.6
"St. Charles County, Missouri(6)",29183,64.6
"Greene County, Iowa(7)",19073,64.6
"Abbeville County, South Carolina(6)",45001,64.6
"Hampden County, Massachusetts(7)",25013,64.6
"Decatur County, Indiana(6)",18031,64.6
"Southeast Fairbanks Census Area, Alaska(6)",2240,64.6
"Wichita County, Texas(6)",48485,64.5
"Oklahoma County, Oklahoma(6)",40109,64.5
"Knox County, Maine(6)",23013,64.5
"Elmore County, Idaho(7)",16039,64.5
"Newton County, Texas(6)",48351,64.5
"Virginia Beach City, Virginia(6)",51810,64.5
"Defiance County, Ohio(6)",39039,64.5
"Putnam County, New York(7)",36079,64.4
"New Castle County, Delaware(6)",10003,64.4
"Middlesex County, Connecticut(7)",9007,64.4
"Pinellas County, Florida(6)",12103,64.3
"Richland County, Montana(6)",30083,64.3
"Chippewa County, Wisconsin(6)",55017,64.3
"Sheridan County, Nebraska(6)",31161,64.3
"Montgomery County, Arkansas(6)",5097,64.2
"Will County, Illinois(6)",17197,64.2
"Tulsa County, Oklahoma(6)",40143,64.2
"Johnson County, Wyoming(6)",56019,64.2
"Catoosa County, Georgia(7)",13047,64.2
"Adams County, Iowa(7)",19003,64.2
"Fairfield County, Ohio(6)",39045,64.2
"Knox County, Texas(6)",48275,64.1
"St. Joseph County, Michigan(6)",26149,64.1
"Bossier Parish, Louisiana(7)",22015,64.1
"Fall River County, South Dakota(6)",46047,64.1
"Flathead County, Montana(6)",30029,64.1
"Lee County, Texas(6)",48287,64.1
"Taney County, Missouri(6)",29213,64.1
"Wheeler County, Georgia(7)",13309,64
"Dougherty County, Georgia(7)",13095,64
"Tioga County, New York(7)",36107,64
"Garfield County, Oklahoma(6)",40047,64
"Butte County, South Dakota(6)",46019,64
"Crawford County, Michigan(6)",26039,63.9
"McIntosh County, Georgia(7)",13191,63.9
"Coke County, Texas(6)",48081,63.9
"Cowlitz County, Washington(6)",53015,63.9
"Ripley County, Indiana(6)",18137,63.9
"Fulton County, Kentucky(7)",21075,63.9
"Warren County, New Jersey(7)",34041,63.8
"Washington County, Oklahoma(6)",40147,63.8
"Jasper County, Illinois(6)",17079,63.8
"Johnson County, Georgia(7)",13167,63.8
"Bastrop County, Texas(6)",48021,63.8
"Huntington County, Indiana(6)",18069,63.8
"Smith County, Texas(6)",48423,63.8
"Grady County, Oklahoma(6)",40051,63.8
"Buena Vista City, Virginia(6)",51530,63.8
"Erie County, Pennsylvania(6)",42049,63.7
"Navarro County, Texas(6)",48349,63.7
"Posey County, Indiana(6)",18129,63.7
"Lyon County, Iowa(7)",19119,63.6
"Nez Perce County, Idaho(7)",16069,63.6
"Chilton County, Alabama(6)",1021,63.6
"Oconto County, Wisconsin(6)",55083,63.6
"Nodaway County, Missouri(6)",29147,63.6
"Butler County, Pennsylvania(6)",42019,63.6
"Polk County, Nebraska(6)",31143,63.5
"Sevier County, Arkansas(6)",5133,63.5
"Cuyahoga County, Ohio(6)",39035,63.5
"Scurry County, Texas(6)",48415,63.5
"Wyandot County, Ohio(6)",39175,63.5
"Crawford County, Wisconsin(6)",55023,63.5
"Perry County, Missouri(6)",29157,63.5
"Kootenai County, Idaho(7)",16055,63.5
"Bradford County, Pennsylvania(6)",42015,63.4
"Hanover County, Virginia(6)",51085,63.4
"Anderson County, South Carolina(6)",45007,63.4
"Culpeper County, Virginia(6)",51047,63.4
"Lexington County, South Carolina(6)",45063,63.4
"Montour County, Pennsylvania(6)",42093,63.4
"Drew County, Arkansas(6)",5043,63.4
"Douglas County, Georgia(7)",13097,63.4
"Lake County, South Dakota(6)",46079,63.4
"Dickenson County, Virginia(6)",51051,63.4
"Union County, South Dakota(6)",46127,63.3
"St. James Parish, Louisiana(7)",22093,63.3
"Sarpy County, Nebraska(6)",31153,63.3
"Anne Arundel County, Maryland(6)",24003,63.3
"Kendall County, Illinois(6)",17093,63.3
"Orange County, Indiana(6)",18117,63.3
"Cooper County, Missouri(6)",29053,63.3
"Bland County, Virginia(6)",51021,63.3
"Jefferson Parish, Louisiana(7)",22051,63.2
"New Hanover County, North Carolina(6)",37129,63.2
"Barbour County, West Virginia(6)",54001,63.1
"Carbon County, Pennsylvania(6)",42025,63.1
"Barbour County, Alabama(6)",1005,63.1
"Franklin County, Maine(6)",23007,63.1
"Gadsden County, Florida(6)",12039,63.1
"Matanuska-Susitna Borough, Alaska(6)",2170,63.1
"Winchester City, Virginia(6)",51840,63.1
"Greene County, Mississippi(6)",28041,63.1
"Transylvania County, North Carolina(6)",37175,63
"LaFourche Parish, Louisiana(7)",22057,63
"Broadwater County, Montana(6)",30007,62.9
"Fillmore County, Nebraska(6)",31059,62.9
"Chesapeake City, Virginia(6)",51550,62.9
"Warren County, Ohio(6)",39165,62.9
"Cole County, Missouri(6)",29051,62.9
"Marion County, Georgia(7)",13197,62.9
"Benewah County, Idaho(7)",16009,62.9
"Westmoreland County, Pennsylvania(6)",42129,62.8
"Fayette County, Illinois(6)",17051,62.8
"Hardin County, Texas(6)",48199,62.8
"Calhoun County, Texas(6)",48057,62.7
"Lamoille County, Vermont(6)",50015,62.7
"Tuscarawas County, Ohio(6)",39157,62.7
"Adams County, Nebraska(6)",31001,62.7
"Monroe County, New York(7)",36055,62.6
"Cooke County, Texas(6)",48097,62.6
"Swisher County, Texas(6)",48437,62.6
"Taylor County, Iowa(7)",19173,62.6
"Walton County, Florida(6)",12131,62.6
"Beckham County, Oklahoma(6)",40009,62.6
"Houston County, Texas(6)",48225,62.6
"Marion County, Oregon(6)",41047,62.6
"Mathews County, Virginia(6)",51115,62.6
"Archer County, Texas(6)",48009,62.6
"Adams County, Indiana(6)",18001,62.6
"Lehigh County, Pennsylvania(6)",42077,62.6
"Macon County, North Carolina(6)",37113,62.5
"Shelby County, Tennessee(6)",47157,62.5
"Preston County, West Virginia(6)",54077,62.5
"Lee County, Virginia(6)",51105,62.5
"Sussex County, New Jersey(7)",34037,62.5
"Butler County, Nebraska(6)",31023,62.5
"Hood County, Texas(6)",48221,62.5
"Lauderdale County, Alabama(6)",1077,62.5
"Clay County, Iowa(7)",19041,62.5
"Baker County, Oregon(6)",41001,62.4
"Stafford County, Virginia(6)",51179,62.4
"Sierra County, New Mexico(7)",35051,62.4
"Milam County, Texas(6)",48331,62.4
"Isabella County, Michigan(6)",26073,62.4
"Ascension Parish, Louisiana(7)",22005,62.4
"Coweta County, Georgia(7)",13077,62.3
"Northampton County, Pennsylvania(6)",42095,62.3
"Washington County, Rhode Island(6)",44009,62.3
"Wayne County, Mississippi(6)",28153,62.3
"Berkshire County, Massachusetts(7)",25003,62.3
"Dawson County, Texas(6)",48115,62.2
"Marengo County, Alabama(6)",1091,62.2
"Orange County, New York(7)",36071,62.2
"Douglas County, Missouri(6)",29067,62.2
"Baylor County, Texas(6)",48023,62.2
"Tazewell County, Virginia(6)",51185,62.1
"Armstrong County, Pennsylvania(6)",42005,62.1
"Waushara County, Wisconsin(6)",55137,62.1
"Wilcox County, Alabama(6)",1131,62.1
"St. Johns County, Florida(6)",12109,62
"Tioga County, Pennsylvania(6)",42117,62
"Summit County, Ohio(6)",39153,62
"Saluda County, South Carolina(6)",45081,62
"Daviess County, Missouri(6)",29061,62
"Miami County, Ohio(6)",39109,62
"Barton County, Missouri(6)",29011,62
"Worcester County, Maryland(6)",24047,62
"Grand Traverse County, Michigan(6)",26055,62
"Muscatine County, Iowa(7)",19139,62
"Monroe County, Michigan(6)",26115,62
"Lauderdale County, Mississippi(6)",28075,61.9
"Andrew County, Missouri(6)",29003,61.9
"St. Louis County, Missouri(6)",29189,61.9
"Hillsborough County, New Hampshire(6)",33011,61.9
"Burlington County, New Jersey(7)",34005,61.8
"Sanders County, Montana(6)",30089,61.8
"Sullivan County, Pennsylvania(6)",42113,61.8
"Kenai Peninsula Borough, Alaska(6)",2122,61.8
"Amherst County, Virginia(6)",51009,61.8
"Ashland County, Ohio(6)",39005,61.8
"Greene County, Missouri(6)",29077,61.8
"Linn County, Oregon(6)",41043,61.8
"Daviess County, Indiana(6)",18027,61.8
"Wilkes County, Georgia(7)",13317,61.8
"Shasta County, California(7)",6089,61.7
"Hall County, Georgia(7)",13139,61.7
"Allendale County, South Carolina(6)",45005,61.7
"Litchfield County, Connecticut(7)",9005,61.7
"St. Tammany Parish, Louisiana(7)",22103,61.7
"Lafayette Parish, Louisiana(7)",22055,61.7
"Cumberland County, Maine(6)",23005,61.6
"Keith County, Nebraska(6)",31101,61.6
"Seneca County, Ohio(6)",39147,61.6
"Codington County, South Dakota(6)",46029,61.6
"De Soto Parish, Louisiana(7)",22031,61.6
"Lebanon County, Pennsylvania(6)",42075,61.6
"Houston County, Alabama(6)",1069,61.6
"Mahaska County, Iowa(7)",19123,61.6
"Pike County, Pennsylvania(6)",42103,61.6
"Mason County, Michigan(6)",26105,61.6
"Norfolk County, Massachusetts(7)",25021,61.5
"Dixon County, Nebraska(6)",31051,61.5
"Hyde County, North Carolina(6)",37095,61.5
"Platte County, Missouri(6)",29165,61.5
"Jones County, Texas(6)",48253,61.5
"DeSoto County, Florida(6)",12027,61.5
"Meade County, South Dakota(6)",46093,61.5
"St. Lucie County, Florida(6)",12111,61.5
"Greene County, Alabama(6)",1063,61.5
"Caroline County, Virginia(6)",51033,61.5
"Pitt County, North Carolina(6)",37147,61.4
"Chowan County, North Carolina(6)",37041,61.4
"Johnson County, Nebraska(6)",31097,61.4
"Emmet County, Iowa(7)",19063,61.4
"Tyler County, Texas(6)",48457,61.4
"Washington County, Vermont(6)",50023,61.4
"Moore County, North Carolina(6)",37125,61.4
"Alleghany County and Clifton Forge City, Virginia(6)",51005,61.4
"Smith County, Mississippi(6)",28129,61.3
"Gentry County, Missouri(6)",29075,61.3
"Walsh County, North Dakota(6)",38099,61.2
"Perquimans County, North Carolina(6)",37143,61.2
"Cheshire County, New Hampshire(6)",33005,61.1
"Tuscaloosa County, Alabama(6)",1125,61.1
"Ste. Genevieve County, Missouri(6)",29186,61.1
"Cherokee County, Iowa(7)",19035,61.1
"Clarion County, Pennsylvania(6)",42031,61.1
"Elk County, Pennsylvania(6)",42047,61.1
"Leflore County, Mississippi(6)",28083,61.1
"Manassas City, Virginia(6)",51683,61.1
"Suffolk County, Massachusetts(7)",25025,61.1
"Van Buren County, Tennessee(6)",47175,61
"Whiteside County, Illinois(6)",17195,61
"McHenry County, Illinois(6)",17111,61
"Dauphin County, Pennsylvania(6)",42043,61
"Essex County, Massachusetts(7)",25009,61
"Clearfield County, Pennsylvania(6)",42033,61
"Bond County, Illinois(6)",17005,61
"Montgomery County, Mississippi(6)",28097,61
"Benton County, Arkansas(6)",5007,61
"Fremont County, Iowa(7)",19071,60.9
"Greene County, Virginia(6)",51079,60.9
"Lowndes County, Georgia(7)",13185,60.9
"Wayne County, Pennsylvania(6)",42127,60.9
"Mercer County, Pennsylvania(6)",42085,60.8
"Sullivan County, Missouri(6)",29211,60.8
"Mineral County, Montana(6)",30061,60.8
"Alger County, Michigan(6)",26003,60.8
"Otsego County, Michigan(6)",26137,60.8
"Cass County, Michigan(6)",26027,60.8
"Clinton County, Pennsylvania(6)",42035,60.8
"Gooding County, Idaho(7)",16047,60.8
"Tippecanoe County, Indiana(6)",18157,60.7
"Lewis County, Washington(6)",53041,60.7
"Dickinson County, Iowa(7)",19059,60.7
"Clay County, Tennessee(6)",47027,60.7
"Boone County, Iowa(7)",19015,60.7
"Lincoln County, Wisconsin(6)",55069,60.7
"Pike County, Alabama(6)",1109,60.7
"Banks County, Georgia(7)",13011,60.7
"McLean County, Illinois(6)",17113,60.7
"Howard County, Missouri(6)",29089,60.6
"Cascade County, Montana(6)",30013,60.5
"Prowers County, Colorado(6)",8099,60.5
"Deer Lodge County, Montana(6)",30023,60.5
"Sauk County, Wisconsin(6)",55111,60.5
"Bucks County, Pennsylvania(6)",42017,60.5
"Skagit County, Washington(7)",53057,60.5
"Clayton County, Georgia(7)",13063,60.5
"Charleston County, South Carolina(6)",45019,60.5
"Pend Oreille County, Washington(6)",53051,60.4
"Tattnall County, Georgia(7)",13267,60.4
"Boyle County, Kentucky(7)",21021,60.4
"Jackson County, North Carolina(6)",37099,60.4
"Franklin County, Pennsylvania(6)",42055,60.3
"Charlotte County, Florida(6)",12015,60.3
"DeKalb County, Alabama(6)",1049,60.3
"Middlesex County, Virginia(6)",51119,60.3
"Grayson County, Virginia(6)",51077,60.3
"Cannon County, Tennessee(6)",47015,60.3
"Columbia County, Arkansas(6)",5027,60.2
"Mercer County, Ohio(6)",39107,60.2
"Clinton County, Iowa(7)",19045,60.2
"Yellowstone County, Montana(6)",30111,60.2
"Day County, South Dakota(6)",46037,60.1
"Summers County, West Virginia(6)",54089,60.1
"Sharkey County, Mississippi(6)",28125,60.1
"Winnebago County, Wisconsin(6)",55139,60.1
"Poweshiek County, Iowa(7)",19157,60.1
"Richland County, South Carolina(6)",45079,60
"Scott County, Iowa(7)",19163,60
"Carroll County, Virginia(6)",51035,60
"Douglas County, Oregon(6)",41019,60
"Lincoln County, Nebraska(6)",31111,59.9
"Dutchess County, New York(7)",36027,59.9
"Sanilac County, Michigan(6)",26151,59.9
"Payne County, Oklahoma(6)",40119,59.9
"Carroll County, New Hampshire(6)",33003,59.9
"Sagadahoc County, Maine(6)",23023,59.9
"Carson City, Nevada(6)",32510,59.8
"Glenn County, California(7)",6021,59.8
"Haywood County, Tennessee(6)",47075,59.8
"Hillsborough County, Florida(6)",12057,59.8
"Wabash County, Indiana(6)",18169,59.8
"Clallam County, Washington(7)",53009,59.8
"Matagorda County, Texas(6)",48321,59.8
"Bedford City and County, Virginia(6)",51917,59.8
"Monmouth County, New Jersey(7)",34025,59.7
"Plaquemines Parish, Louisiana(7)",22075,59.7
"Plymouth County, Iowa(7)",19149,59.7
"Shelby County, Ohio(6)",39149,59.7
"Merrimack County, New Hampshire(6)",33013,59.7
"McLennan County, Texas(6)",48309,59.6
"Alachua County, Florida(6)",12001,59.6
"Washington County, Wisconsin(6)",55131,59.6
"Hamilton County, Texas(6)",48193,59.5
"Snohomish County, Washington(7)",53061,59.5
"Jefferson County, Alabama(6)",1073,59.5
"Long County, Georgia(7)",13183,59.5
"Iowa County, Wisconsin(6)",55049,59.5
"Jefferson County, Texas(6)",48245,59.5
"Meriwether County, Georgia(7)",13199,59.4
"Dickinson County, Michigan(6)",26043,59.4
"Llano County, Texas(6)",48299,59.4
"Shelby County, Iowa(7)",19165,59.4
"Georgetown County, South Carolina(6)",45043,59.4
"Eastland County, Texas(6)",48133,59.4
"Lenawee County, Michigan(6)",26091,59.4
"Frederick County, Virginia(6)",51069,59.3
"Warren County, Pennsylvania(6)",42123,59.3
"Klamath County, Oregon(6)",41035,59.3
"Columbia County, Wisconsin(6)",55021,59.3
"Ward County, North Dakota(6)",38101,59.3
"Dallas County, Iowa(7)",19049,59.2
"Ottawa County, Ohio(6)",39123,59.2
"Henry County, Virginia(6)",51089,59.2
"Lincoln County, Maine(6)",23015,59.2
"Alfalfa County, Oklahoma(6)",40003,59.2
"King William County, Virginia(6)",51101,59.1
"Chatham County, Georgia(7)",13051,59.1
"Osage County, Oklahoma(6)",40113,59.1
"St. John the Baptist Parish, Louisiana(7)",22095,59.1
"Early County, Georgia(7)",13099,59.1
"Orangeburg County, South Carolina(6)",45075,59.1
"Nottoway County, Virginia(6)",51135,59.1
"Gogebic County, Michigan(6)",26053,59.1
"Allegan County, Michigan(6)",26005,59.1
"Yamhill County, Oregon(6)",41071,59
"McCulloch County, Texas(6)",48307,59
"Thurston County, Washington(7)",53067,59
"Cameron Parish, Louisiana(7)",22023,59
